model,fit_time_s,predict_time_s,model_kb,mape_median,mape_mean,wape,rmse
SeasonalNaive,0.0,0.000264957983745262,0.0,46.85945742666331,5384.9479013453265,21.298316988044334,225916.34205290774
Ridge,0.05555325001478195,0.00024291599402204156,1.421875,74.14812167976376,1893.6510240145903,265.2589330365433,5638725.034893792
LightGBM_global,1.9189729579957202,0.010536541987676173,2239.896484375,27.778810553600284,130.84908687712164,20.382699695540136,248574.50887227085
XGBoost_global,2.107764375017723,0.007089457998517901,11434.5546875,25.073458297499062,258.8029652435334,21.099755797950802,264039.78778495383
