model,fit_time_s,predict_time_s,model_kb,mape_median,mape_mean,wape,rmse
SeasonalNaive,0.0,0.0001336249988526106,0.0,42.67702011318593,5803.534110399101,26.44485516160377,54209.52497020343
Ridge,0.1041872919886373,0.0002621669991640374,1.48046875,60.20493170299903,464.6248369737676,67.72263445561228,195218.76064393716
