model,val_mape_bc,test_mape_bc,val_wape,test_wape,test_mape_brand_agg,test_mape_brand_dvh,fit_time_s,predict_time_s,model_kb
SeasonalNaive,42.67702011318593,42.060788952905355,26.44485516160377,32.670717382016555,44.77103857973168,,0.0,0.0007092499981808942,0.0
Ridge,60.20493170299903,60.89232546997809,67.72263445561228,60.16163730239252,46.128975279956606,,0.12091829100245377,0.0006610000018554274,1.48046875
LightGBM_global,21.25743199341294,24.499910349726754,21.95060866714269,23.552466607733237,20.33366182658922,,14.17187554100019,0.1846379579983477,14190.3955078125
XGBoost_global,21.298083165622867,23.950234359372203,22.06701536746543,24.21836340913465,17.684711699009064,,2.840154875000735,0.014960500000597676,17366.9248046875
