period_year,period_month,sales_units
2023,3,0.0
2023,4,0.0
2023,5,0.0
2023,6,0.0
2023,7,0.0
2023,8,0.0
2023,9,0.0
2023,10,0.0
2023,11,0.0
2023,12,0.0
2024,1,0.0
2024,2,0.0
2024,3,0.0
2024,4,0.0
2024,5,0.0
2024,6,0.0
2024,7,0.0
2024,8,0.0
2024,9,0.0
2024,10,27.0
2024,11,19.0
2024,12,165.0
2025,1,8.0
2025,2,6.0
2025,3,18.0
2025,4,3.0
2025,5,15.0
2025,6,10.0
2025,7,16.0
2025,8,16.0
2025,9,13.0
2025,10,12.0
2025,11,11.0
2025,12,12.0
2026,1,14.0
