category,model,brand,ym,mean_forecast,std_forecast,cv
CSD,LightGBM,EGO,,113598.05487744082,3732.236234858091,0.03285475476569333
CSD,LightGBM,FANTA,,854298.7601848899,78326.77119087492,0.09168545576950528
CSD,LightGBM,FANTA,,660749.1073002557,28328.08515734888,0.042872680181278114
CSD,LightGBM,FANTA,,696682.152698512,63612.006778566,0.09130707099668446
CSD,LightGBM,FANTA,,543882.2551813904,24699.31883622113,0.04541298893449584
CSD,LightGBM,FANTA,,893817.756344523,83983.84070759668,0.09396081036817647
CSD,LightGBM,FANTA,,882021.3754251103,41874.194151226686,0.04747526003102188
CSD,LightGBM,FANTA,,667677.8252027081,37512.08809900168,0.05618291739374892
CSD,LightGBM,FAXE KONDI,,2011832.519022464,54035.01410222451,0.026858604576329128
CSD,LightGBM,FAXE KONDI,,2459689.0763511974,96091.12115621255,0.03906636903016946
CSD,LightGBM,FAXE KONDI,,3591405.5962321013,142772.69322761887,0.0397539875132477
CSD,LightGBM,FAXE KONDI,,2683749.093122215,96338.73810511453,0.03589707337098199
CSD,LightGBM,FAXE KONDI,,3212634.512228935,58474.76568535664,0.01820149956765131
CSD,LightGBM,FAXE KONDI,,4212980.055720847,139093.8823457995,0.03301555680448156
CSD,LightGBM,FAXE KONDI,,2874060.0305887526,65998.37928039696,0.022963465821163504
CSD,LightGBM,FENTIMANS,,4388.474509906497,562.4139113057026,0.1281570418231017
CSD,LightGBM,FENTIMANS,,8402.172545311903,842.674159750227,0.10029241308789921
CSD,LightGBM,FENTIMANS,,6274.664352627065,680.2265557124485,0.10840843708678258
CSD,LightGBM,FENTIMANS,,6740.154466095902,666.1469744550304,0.0988325976512646
CSD,LightGBM,FENTIMANS,,5046.333810985604,380.652438545522,0.07543148210228613
CSD,LightGBM,FENTIMANS,,11609.613156526137,1098.2127336782403,0.09459511862037363
CSD,LightGBM,FENTIMANS,,8001.615601722589,531.7650652035301,0.06645721210214742
CSD,LightGBM,FEVER TREE,,180674.95536401277,7197.043281891904,0.03983420539604809
CSD,LightGBM,FEVER TREE,,219157.87509428113,15507.160309035373,0.07075794243015102
CSD,LightGBM,FEVER TREE,,195344.76245686185,7570.413026905865,0.03875411314689149
CSD,LightGBM,FEVER TREE,,144967.11118724232,7443.581030355331,0.05134668801353886
CSD,LightGBM,FEVER TREE,,140809.94184851498,8044.030016201058,0.057126861289772575
CSD,LightGBM,FEVER TREE,,246328.18896226623,11805.287372351337,0.047925036196972685
CSD,LightGBM,FEVER TREE,,189844.24424396997,4850.943656245961,0.025552229279134663
CSD,LightGBM,FINGERS CROSSED,,245.41962912001935,29.283645364167615,0.1193207139509074
CSD,LightGBM,FINGERS CROSSED,,129.7730878051689,25.760601341349364,0.19850495797729883
CSD,LightGBM,FINGERS CROSSED,,67.94115354902513,16.05497730779249,0.23630710503329186
CSD,LightGBM,FINGERS CROSSED,,38.10268331243431,6.314358862086614,0.16571953240957196
CSD,LightGBM,FINGERS CROSSED,,40.85208550439836,10.854094184238418,0.2656925356496134
CSD,LightGBM,FINGERS CROSSED,,41.097645336008455,7.36638680689919,0.17924109147063458
CSD,LightGBM,FINGERS CROSSED,,96.65284432786481,22.26209041235441,0.2303304219049899
CSD,LightGBM,FRANKLIN & SONS,,422.91418711967754,44.952422253703034,0.10629206496915712
CSD,LightGBM,FRANKLIN & SONS,,314.4619995729551,47.752228734581394,0.15185373367665966
CSD,LightGBM,FRANKLIN & SONS,,497.2448395234754,54.50503401501618,0.10961407677402944
CSD,LightGBM,FRANKLIN & SONS,,366.8264754908273,60.58528201583695,0.1651606033473228
CSD,LightGBM,FRANKLIN & SONS,,349.0784266424165,48.622636631855315,0.1392885750618517
CSD,LightGBM,FRANKLIN & SONS,,304.8350565335817,26.572704535836106,0.08717076322522231
CSD,LightGBM,FRANKLIN & SONS,,259.34793477277066,24.28799189615897,0.0936502228847091
CSD,LightGBM,FREM,,29130.456316920743,2009.980764385649,0.06899928866607317
