category,model,n_seeds,n_cells,median_cv,mean_cv,p90_cv,wmape_mean,wmape_std,wmape_min,wmape_max,medmape_mean,medmape_std
CSD,LightGBM,5,646,0.11235846898708356,0.1713101516585889,0.2946353743548745,15.441245125753673,0.6457132047614412,14.924745307813115,16.549999817641485,34.17009731467445,1.049472596609796
CSD,XGBoost,5,650,0.12314203009009361,0.20472396443597973,0.42195279896259313,15.063337034077673,0.5873576124327545,14.38979702877663,15.911213298310056,31.73783983947361,0.8722335142053698
danskvand,LightGBM,5,166,0.11935487156309085,0.7260042259804833,0.6869852359103186,20.78980353788893,0.6938476641934033,19.662598067562847,21.53609184083151,34.44494350871266,0.9268377529409143
danskvand,XGBoost,5,170,0.12421518191695213,0.2915626898736638,0.538727456331253,21.828775756545344,1.0410550072590998,20.392293796420834,22.85861506171831,35.03397431910691,1.5463638729248803
energidrikke,LightGBM,5,281,0.17375715820191515,0.37989026896137834,0.6338397987233985,14.144489956040838,1.1793021936523578,12.80553338109041,15.931316212701615,38.00220249070807,1.9061097410937007
energidrikke,XGBoost,5,289,0.17422159016132355,0.40975248181361024,0.7302183747291564,13.933539914712052,0.7908828467872797,13.098384737455316,15.074524024790467,34.00782852303103,0.5042575891528164
RTD,LightGBM,5,350,0.12524416203045158,0.2245503935854623,0.39678510269495393,33.5086412201591,1.6373445199917769,31.844273625905533,35.726361227150846,35.08852850825008,1.1591159571050904
RTD,XGBoost,5,349,0.10438162833452225,0.34121892053665953,0.40001102089881896,35.14148224632047,0.9172840441716774,33.95123386213782,36.28660755785504,31.944047471106835,0.8397013890209025
