model,category,brand,n_test,scorable,n_train,mean_test_units,pooled_wmape,percat_wmape,delta_wmape,pooled_mape,percat_mape,delta_mape
XGBoost,CSD,KIMURA,7,False,26,0.0,694662630558.0139,831512299738.8242,-136849669180.8103,99237518651.14485,118787471391.26062,-19549952740.11577
XGBoost,CSD,KINLEY,7,True,26,2530.6313428571425,27.88113977477087,19.33545121271726,8.54568856205361,26.783697899762355,20.550394135262785,6.233303764499571
XGBoost,CSD,LE TRIBUTE,7,True,26,63.28571428571429,31.493028937828466,42.59761181695737,-11.104582879128902,31.356335545319947,43.83822650882324,-12.481890963503293
XGBoost,CSD,LE VILLAGE,7,True,26,18413.85714285715,51.60006557440244,55.957242628804416,-4.357177054401973,59.184618034030514,66.26838800769248,-7.0837699736619655
XGBoost,CSD,LEMONAID,7,True,26,61.857142857142854,93.13965262221409,89.83248034470627,3.307172277507817,136.9204255111914,105.08958739210176,31.83083811908965
XGBoost,CSD,LORINA,7,False,26,0.0,1760328142344.9517,1502301490306.8542,258026652038.0974,251475448906.42166,214614498615.2649,36860950291.15677
XGBoost,CSD,LØGISMOSE,7,True,26,9705.0,11.73994443217787,16.050036483633285,-4.310092051455415,11.688833046587343,16.810184098092147,-5.121351051504805
XGBoost,CSD,MACARN,7,True,26,7.571428571428571,70.4018844748443,79.86645248700988,-9.464568012165586,210.91309395036694,277.7730472974261,-66.85995334705916
XGBoost,CSD,MG TONICA,7,False,26,0.0,2678210149332.881,425242103496.5664,2252968045836.3145,382601449904.6973,60748871928.08092,321852577976.6164
XGBoost,CSD,MILKIS,7,True,26,23.428571428571427,39.66374339126959,54.1177650777305,-14.454021686460912,39.96660101104393,69.28903501264053,-29.322434001596598
XGBoost,CSD,MIRINDA,7,True,26,26601.782985714282,25.225180863199036,27.519176819111372,-2.2939959559123366,28.35604406830855,30.442940229565984,-2.0868961612574353
XGBoost,CSD,MOUNTAIN DEW.,7,True,26,17009.456057142856,35.14627065725123,37.9304083961473,-2.784137738896071,42.74306216770747,43.28035850508242,-0.5372963373749471
XGBoost,CSD,NATUR FRISK,7,True,26,514.5602714285715,19.828259501870885,20.267073055390046,-0.43881355351916085,20.944964376755202,21.974590170576793,-1.029625793821591
XGBoost,CSD,NICOLAS VAHE,7,False,26,2.5714285714285716,76.07654200659857,96.73308928807577,-20.656547281477202,42908327954.96119,54205989898.082886,-11297661943.121696
XGBoost,CSD,NIKOLINE,7,True,26,405.5571428571428,30.887409914181923,31.3230643859775,-0.43565447179557637,38.083953771087955,37.17825775482986,0.9056960162580978
XGBoost,CSD,NODA,7,True,26,94340.47169999997,29.635752911327483,31.348406470625484,-1.7126535592980012,29.007104977028185,30.627366850518463,-1.6202618734902785
XGBoost,CSD,NORNIR,7,True,26,187984.00000000003,58.34319141807662,58.43818742196335,-0.09499600388672746,63.01609631432316,71.49485149438682,-8.478755180063665
XGBoost,CSD,OLD JAMAICA,7,False,26,3.6462285714285714,95.66935846422177,118.16308686811301,-22.49372840389124,107630220089.7666,148905694523.94278,-41275474434.17618
XGBoost,CSD,ORANGINA,7,True,26,6495.892114285713,76.25592672584062,77.4549841098148,-1.1990573839741785,67.75432170848022,73.34257556805463,-5.588253859574408
XGBoost,CSD,PACHA,7,True,26,114.57142857142857,62.88657295436335,76.61946456033988,-13.732891605976526,77.0930981575568,104.76539840468139,-27.672300247124596
XGBoost,CSD,PEPSI,7,True,26,4126597.0140142874,9.89429481480985,13.771301172059996,-3.8770063572501456,9.23529720558193,13.27103700076143,-4.0357397951795
XGBoost,CSD,PUNCH! CLUB,7,True,26,63.71428571428571,32.716947820689114,59.51280551106406,-26.795857690374945,45.04533963830641,69.87110070915642,-24.825761070850014
XGBoost,CSD,QDOL,7,True,26,301.65532857142864,81.93781136536312,107.5633667137041,-25.62555534834098,90.7093397251509,105.5858050423909,-14.876465317240005
XGBoost,CSD,REINE DES LIMONADES,7,True,26,6976.714285714287,30.454907765964474,27.285935008452878,3.1689727575115967,34.94954254020659,32.923047683724995,2.026494856481598
XGBoost,CSD,RUBICON,7,True,26,85.57142857142856,31.837667805921654,31.05797934810786,0.7796884578137941,36.35421260859705,34.358771956995604,1.9954406516014487
XGBoost,CSD,RYNKEBY,7,True,26,105246.83498571429,9.328815194548376,12.076795984218142,-2.747980789669766,9.723932249215041,12.535654548429864,-2.811722299214823
XGBoost,CSD,SALTUM,7,True,26,4405.024957142856,38.94334695745822,34.48034777070886,4.462999186749357,39.767190083205065,35.65708732184113,4.110102761363933
XGBoost,CSD,SAN BENEDETTO,7,True,26,42.57142857142857,72.8894193700496,81.09670389418633,-8.207284524136739,113.18242990429816,169.64265934306937,-56.46022943877121
XGBoost,CSD,SAN PELLEGRINO,7,True,26,213759.64377142847,13.651910608963519,14.410826225230068,-0.7589156162665489,13.917848117886194,17.15008071605765,-3.232232598171457
XGBoost,CSD,SCHWEPPES,7,True,26,340999.6399857142,27.698987372944327,26.252883545199772,1.4461038277445546,26.55199415176299,26.40789216558341,0.1441019861795816
XGBoost,CSD,SFC,7,True,26,1139.571428571429,75.37484209056603,67.01797386361676,8.356868226949274,83.73091599000159,82.23079379720724,1.5001221927943504
XGBoost,CSD,SIRMA,7,True,26,677.2857142857143,24.420664235525205,32.918071123246676,-8.497406887721471,25.56878590154502,32.3693062737755,-6.80052037223048
XGBoost,CSD,SPRITE,7,True,26,88443.69415714286,16.573777126203296,17.072497031832743,-0.49871990562944646,15.014847566377792,16.006009158138717,-0.9911615917609247
XGBoost,CSD,THE LONDON ESSENCE,7,False,26,0.2857142857142857,259.66582372784615,663.4288594126701,-403.763035684824,56789096994.430664,177408298436.45483,-120619201442.02417
XGBoost,CSD,THE PERFECT MIXER,7,True,26,1163.5714285714287,30.692123310049297,18.138157965728585,12.553965344320712,49.87607463124657,42.37540310939159,7.500671521854976
XGBoost,CSD,THOMAS HENRY,7,True,26,18415.428571428572,24.531384392114887,28.82515488880633,-4.293770496691444,27.08706817325367,29.27067780552258,-2.1836096322689116
XGBoost,CSD,THOR,7,True,26,4529.260671428572,96.77153868080585,81.44363166224082,15.327907018565028,351.76230968021736,190.37729231781833,161.38501736239903
XGBoost,CSD,THY,7,True,26,11528.370871428577,15.062026102079557,10.99326376826836,4.068762333811197,16.08805676333067,10.601177470472326,5.486879292858344
XGBoost,CSD,TUBORG SQUASH,7,True,26,580383.6296285714,18.96828651183148,14.735237008742851,4.233049503088628,22.292523391562842,16.359195448988302,5.9333279425745395
XGBoost,CSD,ULUDAG,7,True,26,64992.43151428574,63.45194469784933,62.86138271613074,0.5905619817185865,48.41243973162299,59.47674745157957,-11.064307719956581
XGBoost,CSD,VESTFYN,7,False,26,13.714285714285714,170.15053362896043,136.89379418889683,33.2567394400636,2032404971977.3723,1737384431704.2087,295020540273.1636
XGBoost,CSD,VIMTO,7,True,26,245.02772857142853,26.364998522388454,31.119549797184536,-4.754551274796082,27.529321003772157,31.961184815529016,-4.431863811756859
XGBoost,CSD,VOELKEL,7,True,26,12.714285714285712,37.60891764351489,48.380760932236576,-10.771843288721684,42.485956459088655,57.9607932475689,-15.474836788480246
XGBoost,CSD,WARHEADS,7,True,26,375.0237571428571,60.328372977667996,45.44031761301536,14.888055364652637,117.22810530439784,118.28602009254534,-1.0579147881474995
XGBoost,CSD,ØKOBRUS,7,True,26,5309.142857142855,83.15716416354188,79.38349234986138,3.773671813680494,118.00905172527949,123.40808298937327,-5.399031264093779
XGBoost,CSD,ØNDLINGS,7,False,26,0.0,189797033369.54117,83038617670.53604,106758415699.00513,27113861909.934456,11862659667.219435,15251202242.715021
XGBoost,CSD,ØRBÆK,7,True,26,2206.2411,36.6579943054481,27.825335816905085,8.832658488543014,41.52344937181478,31.907402861420543,9.616046510394234
XGBoost,CSD,ØVRIGE BRAND,7,True,26,2782.451342857143,28.39323018907151,18.834423125673112,9.558807063398397,27.624694865610394,18.30611673162613,9.318578133984264
XGBoost,danskvand,ACQUA PANNA,6,True,22,909.3333333333334,23.232330814484627,55.97003813712828,-32.73770732264365,34.75596106478297,90.67376316121121,-55.91780209642824
XGBoost,danskvand,ACTIVE 02,6,True,22,972.7078166666666,111.57260094607793,251.0350995522027,-139.46249860612477,110.51276417775557,283.3134301488218,-172.80066597106622
XGBoost,danskvand,AQUA D'OR,6,True,22,245686.52035000012,33.18396923144424,38.68840852478348,-5.504439293339246,31.9688735256199,39.707020169113676,-7.738146643493774
XGBoost,danskvand,BLUE KELD,6,True,22,534927.5083666666,27.791431366827023,22.685433827073535,5.1059975397534885,27.855882845954365,20.538346443168177,7.317536402786189
XGBoost,danskvand,CARLSBERG KURVAND,6,True,22,3846.8599999999988,40.00216850713551,45.01980321829577,-5.017634711160262,36.98145195402966,45.473139508317,-8.491687554287338
XGBoost,danskvand,DENICE,6,True,22,438.40584999999993,112.74881197390727,114.56094207049823,-1.8121300965909626,652.2309462002053,1141.4926082253435,-489.2616620251382
XGBoost,danskvand,EGEKILDE,6,True,22,273989.30255,34.77618422913743,31.6550384803214,3.1211457488160264,32.4925344774079,37.0231904507664,-4.530655973358499
XGBoost,danskvand,EVIAN,6,True,22,5046.121483333333,18.083431163849657,20.522235366105303,-2.438804202255646,17.80777793965924,18.344440322335878,-0.5366623826766386
XGBoost,danskvand,FEVER TREE,6,False,22,1.8333333333333337,153.86681421236557,128.69467315348712,25.172141058878452,9332493554.532022,53545298228.052284,-44212804673.52026
XGBoost,danskvand,FIRST PRICE,6,True,22,495704.85834999994,16.330388881894617,19.42943226333352,-3.0990433814389036,15.04135283616916,16.941540624463727,-1.9001877882945664
XGBoost,danskvand,FREM,6,True,22,1549.5121833333333,22.047511811472678,18.122633290346364,3.9248785211263133,27.97164339452322,20.006355666565725,7.965287727957495
XGBoost,danskvand,HANCOCK,6,True,22,13917.570599999997,30.957632414638773,28.217017571059888,2.7406148435788857,30.46200368663547,29.45844163303156,1.0035620536039112
XGBoost,danskvand,HARBOE,6,True,22,2729208.9954666663,13.634699182734106,19.75412869915251,-6.119429516418403,12.365154981346834,18.283961106304737,-5.918806124957904
XGBoost,danskvand,KILDEVÆLD,6,True,22,242630.04681666673,31.722253399702605,13.011452267054855,18.710801132647752,25.82053249805031,12.470314278090932,13.350218219959377
XGBoost,danskvand,KIRVI,6,True,22,498.6666666666666,82.22924802392562,68.67870060517826,13.550547418747357,199.38259752999582,527.7304765751118,-328.347879045116
XGBoost,danskvand,LIQUID DEATH,6,False,22,3.3333333333333335,214.12266016006473,1094.2502236366272,-880.1275634765625,125018914659.76613,680444249153.9233,-555425334494.1572
XGBoost,danskvand,NATUR FRISK,6,False,22,1.9999999999999998,135.04645129044852,116.35077645381293,18.69567483663559,45587053034.36777,97539393192.93164,-51952340158.56387
XGBoost,danskvand,NERO,6,False,22,0.16666666666666666,1086.961030960083,346.10585421323776,740.8551767468452,164493505176.68048,44874308519.45775,119619196657.22273
XGBoost,danskvand,OK PLUS,6,True,22,1196.6666666666672,102.44963186364981,264.60796479727225,-162.15833293362243,87.07441155907993,194.2770120355292,-107.20260047644926
XGBoost,danskvand,OTHER BRAND,6,False,22,0.0,570295807719.2307,74042552852630.61,-73472257044911.38,95049301286.53845,12340425475438.436,-12245376174151.896
XGBoost,danskvand,PERRIER,6,True,22,5237.503083333334,34.51677408743012,26.016559238958763,8.500214848471359,34.17796001468731,23.0362604735543,11.141699541133008
XGBoost,danskvand,RAMLOESA,6,False,22,0.0,631648266315.4602,32871360564231.87,-32239712297916.41,105274711052.57669,5478560094038.6455,-5373285382986.068
XGBoost,danskvand,SALTUM,6,True,22,442.95576666666665,36.14098809052159,77.11027809139448,-40.96929000087289,40.660417420661375,88.35651989815386,-47.69610247749249
XGBoost,danskvand,SAN BENEDETTO,6,True,22,1615.69655,15.796326771458252,35.72397322363135,-19.927646452173093,15.136366299137357,41.22286756874316,-26.086501269605805
XGBoost,danskvand,SAN PELLEGRINO,6,True,22,138942.9246,14.936204412827376,15.448499269365978,-0.5122948565386025,16.60955846054368,16.805231192600576,-0.19567273205689517
XGBoost,danskvand,SIRMA,6,False,22,0.0,334565638378.2625,22758305072.784424,311807333305.4781,55760939729.71043,3793050845.464071,51967888884.24635
XGBoost,danskvand,THY,6,True,22,781.8333333333331,35.70369540742912,42.492655614016535,-6.7889602065874115,36.762417658599716,46.00836892808471,-9.24595126948499
XGBoost,danskvand,ULUDAG,6,False,22,5.833333333333333,96.84610571180072,81.65512970515661,15.190976006644107,111055406001.76384,58179481891.53913,52875924110.22471
XGBoost,danskvand,WATER BOX,6,True,22,206.3333333333333,67.59326145991758,95.53784677015564,-27.944585310238054,57.719977339490015,81.75487442950963,-24.034897090019612
XGBoost,energidrikke,4MOVE,7,True,23,8894.719714285713,33.762551461259825,37.990672434668404,-4.228120973408579,31.832719854259604,36.167961083196545,-4.33524122893694
XGBoost,energidrikke,AQUA D'OR,7,True,23,1442.1598714285715,43.06274422058948,50.179460446393165,-7.116716225803685,51.044131012966886,59.25331324769332,-8.209182234726434
XGBoost,energidrikke,BANG,7,False,23,0.0,580639962106.9431,974578499887.1385,-393938537780.19543,82948566015.27759,139225499983.87695,-56276933968.599365
XGBoost,energidrikke,BOBLI VITAMINS,7,False,23,0.0,580639962106.9431,974578499887.1385,-393938537780.19543,82948566015.27759,139225499983.87695,-56276933968.599365
XGBoost,energidrikke,BODYLAB,7,False,23,0.0,698506946861.7439,56278657913.20801,642228288948.5359,99786706694.53485,8039808273.31543,91746898421.21942
XGBoost,energidrikke,BUTTERFLY,7,False,23,12965.285714285716,134.79102870621676,113.58407943896067,21.206949267256093,1094566857589.6711,1261919200169.185,-167352342579.51392
XGBoost,energidrikke,CLUTCH COGNITION,7,True,23,409.14285714285705,87.15249080231735,61.69494916606881,25.457541636248536,145.69984140553814,124.89752647903778,20.802314926500358
XGBoost,energidrikke,CLUTCH INNOSODA,7,True,23,83.85714285714286,77.94500802607106,73.66627688302295,4.27873114304812,128.4881339739602,58.75087967309638,69.73725430086382
XGBoost,energidrikke,COLLAB,7,True,23,12742.142857142855,21.601857017980265,27.33342654261729,-5.731569524637024,24.598498062897797,29.564650797835956,-4.966152734938159
XGBoost,energidrikke,CULT,7,True,23,81448.13612857142,61.17862179004886,19.886316695189947,41.29230509485891,62.9914410391783,21.58946462703471,41.40197641214358
XGBoost,energidrikke,EASIS,7,False,23,2.5714285714285716,123.03589085737865,146.7448738714059,-23.708983014027254,84601434248.07452,145539103274.02814,-60937669025.95361
