category,model,tuned_for,trial,value,best
danskvand,LightGBM,wmape,32,22.128253980914266,18.37086260724488
danskvand,LightGBM,wmape,33,24.280309249044663,18.37086260724488
danskvand,LightGBM,wmape,34,24.96762599478471,18.37086260724488
danskvand,LightGBM,wmape,35,22.45396540856694,18.37086260724488
danskvand,LightGBM,wmape,36,30.37172120356093,18.37086260724488
danskvand,LightGBM,wmape,37,19.52057220152827,18.37086260724488
danskvand,LightGBM,wmape,38,25.37377811740351,18.37086260724488
danskvand,LightGBM,wmape,39,23.600578764027155,18.37086260724488
danskvand,LightGBM,wmape,40,25.540598664800598,18.37086260724488
danskvand,LightGBM,wmape,41,18.66810409753603,18.37086260724488
danskvand,LightGBM,wmape,42,20.666287853540915,18.37086260724488
danskvand,LightGBM,wmape,43,23.93060121915738,18.37086260724488
danskvand,LightGBM,wmape,44,21.326847316516627,18.37086260724488
danskvand,LightGBM,wmape,45,20.658307843383177,18.37086260724488
danskvand,LightGBM,wmape,46,57.38256189125116,18.37086260724488
danskvand,LightGBM,wmape,47,55.02295291162781,18.37086260724488
danskvand,LightGBM,wmape,48,48.58124996230556,18.37086260724488
danskvand,LightGBM,wmape,49,26.170538828037813,18.37086260724488
danskvand,LightGBM,wmape,50,29.34087641435285,18.37086260724488
danskvand,LightGBM,wmape,51,19.928921708229574,18.37086260724488
danskvand,LightGBM,wmape,52,18.06317428642704,18.06317428642704
danskvand,LightGBM,wmape,53,24.092278100782664,18.06317428642704
danskvand,LightGBM,wmape,54,21.069028781397332,18.06317428642704
danskvand,LightGBM,wmape,55,20.393871013191013,18.06317428642704
danskvand,LightGBM,wmape,56,23.87431718376551,18.06317428642704
danskvand,LightGBM,wmape,57,20.32850188701824,18.06317428642704
danskvand,LightGBM,wmape,58,21.786545155102807,18.06317428642704
danskvand,LightGBM,wmape,59,29.635894372889396,18.06317428642704
danskvand,LightGBM,wmape,60,23.65805693036549,18.06317428642704
danskvand,LightGBM,wmape,61,18.877633790067573,18.06317428642704
danskvand,LightGBM,wmape,62,20.765096160716116,18.06317428642704
danskvand,LightGBM,wmape,63,18.59698660892141,18.06317428642704
danskvand,LightGBM,wmape,64,23.655509404073147,18.06317428642704
danskvand,LightGBM,wmape,65,22.856033845869174,18.06317428642704
danskvand,LightGBM,wmape,66,20.723370625949087,18.06317428642704
danskvand,LightGBM,wmape,67,25.2710900453974,18.06317428642704
danskvand,LightGBM,wmape,68,24.512376523963415,18.06317428642704
danskvand,LightGBM,wmape,69,18.43622227517418,18.06317428642704
danskvand,LightGBM,wmape,70,22.730407925172116,18.06317428642704
danskvand,LightGBM,wmape,71,17.93008754633229,17.93008754633229
danskvand,LightGBM,wmape,72,20.430384224365877,17.93008754633229
danskvand,LightGBM,wmape,73,17.891284873175834,17.891284873175834
danskvand,LightGBM,wmape,74,21.71525769506645,17.891284873175834
danskvand,LightGBM,wmape,75,22.65733250657457,17.891284873175834
danskvand,LightGBM,wmape,76,18.42652486880585,17.891284873175834
danskvand,LightGBM,wmape,77,21.6435437727083,17.891284873175834
danskvand,LightGBM,wmape,78,19.516265528813978,17.891284873175834
danskvand,LightGBM,wmape,79,24.567318979573614,17.891284873175834
danskvand,LightGBM,wmape,80,26.097614318269336,17.891284873175834
danskvand,LightGBM,wmape,81,18.55240028957763,17.891284873175834
danskvand,LightGBM,wmape,82,18.100902131370038,17.891284873175834
danskvand,LightGBM,wmape,83,21.64555864949485,17.891284873175834
danskvand,LightGBM,wmape,84,23.867820965846704,17.891284873175834
danskvand,LightGBM,wmape,85,50.024352736873446,17.891284873175834
danskvand,LightGBM,wmape,86,18.057788533676387,17.891284873175834
danskvand,LightGBM,wmape,87,18.333239419301933,17.891284873175834
danskvand,LightGBM,wmape,88,21.63267244713138,17.891284873175834
danskvand,LightGBM,wmape,89,19.590255910473005,17.891284873175834
danskvand,LightGBM,wmape,90,43.09839840668464,17.891284873175834
danskvand,LightGBM,wmape,91,18.070384287946016,17.891284873175834
danskvand,LightGBM,wmape,92,22.06460999048102,17.891284873175834
danskvand,LightGBM,wmape,93,18.186788962225513,17.891284873175834
danskvand,LightGBM,wmape,94,21.692913178888332,17.891284873175834
danskvand,LightGBM,wmape,95,20.511544347083237,17.891284873175834
danskvand,LightGBM,wmape,96,22.97679886092501,17.891284873175834
danskvand,LightGBM,wmape,97,19.835307013392274,17.891284873175834
danskvand,LightGBM,wmape,98,22.148018297519172,17.891284873175834
danskvand,LightGBM,wmape,99,18.154791965733327,17.891284873175834
danskvand,LightGBM,medmape,0,49.18709395453604,49.18709395453604
danskvand,LightGBM,medmape,1,49.574616067018596,49.18709395453604
danskvand,LightGBM,medmape,2,38.09448552109912,38.09448552109912
danskvand,LightGBM,medmape,3,34.08267533493607,34.08267533493607
danskvand,LightGBM,medmape,4,47.70731194883551,34.08267533493607
danskvand,LightGBM,medmape,5,47.71947576912672,34.08267533493607
danskvand,LightGBM,medmape,6,41.48046548765924,34.08267533493607
danskvand,LightGBM,medmape,7,44.966426909375514,34.08267533493607
danskvand,LightGBM,medmape,8,42.99675234395745,34.08267533493607
danskvand,LightGBM,medmape,9,39.203557669392964,34.08267533493607
danskvand,LightGBM,medmape,10,37.565024109447194,34.08267533493607
danskvand,LightGBM,medmape,11,36.09479496469423,34.08267533493607
danskvand,LightGBM,medmape,12,32.714552318683154,32.714552318683154
danskvand,LightGBM,medmape,13,38.76507679672198,32.714552318683154
danskvand,LightGBM,medmape,14,41.59831716276397,32.714552318683154
danskvand,LightGBM,medmape,15,35.37335440715442,32.714552318683154
danskvand,LightGBM,medmape,16,40.24243777316144,32.714552318683154
danskvand,LightGBM,medmape,17,37.73313177271788,32.714552318683154
danskvand,LightGBM,medmape,18,42.73120320551635,32.714552318683154
danskvand,LightGBM,medmape,19,35.22158692552239,32.714552318683154
danskvand,LightGBM,medmape,20,35.05720334179073,32.714552318683154
danskvand,LightGBM,medmape,21,35.03722233180612,32.714552318683154
danskvand,LightGBM,medmape,22,35.200797578451784,32.714552318683154
danskvand,LightGBM,medmape,23,41.38382935260617,32.714552318683154
danskvand,LightGBM,medmape,24,33.87628819194707,32.714552318683154
danskvand,LightGBM,medmape,25,36.63471250988698,32.714552318683154
danskvand,LightGBM,medmape,26,35.15477958169562,32.714552318683154
danskvand,LightGBM,medmape,27,41.54363535555814,32.714552318683154
danskvand,LightGBM,medmape,28,38.05194924729461,32.714552318683154
danskvand,LightGBM,medmape,29,34.117964180657694,32.714552318683154
danskvand,LightGBM,medmape,30,36.224925429603786,32.714552318683154
danskvand,LightGBM,medmape,31,35.03847435066344,32.714552318683154
danskvand,LightGBM,medmape,32,34.725767044362186,32.714552318683154
danskvand,LightGBM,medmape,33,38.567078957831534,32.714552318683154
danskvand,LightGBM,medmape,34,36.93623637371529,32.714552318683154
danskvand,LightGBM,medmape,35,36.323066589957506,32.714552318683154
danskvand,LightGBM,medmape,36,39.45132886461124,32.714552318683154
danskvand,LightGBM,medmape,37,47.1150976212942,32.714552318683154
danskvand,LightGBM,medmape,38,49.26356357308292,32.714552318683154
danskvand,LightGBM,medmape,39,34.86120299497788,32.714552318683154
danskvand,LightGBM,medmape,40,36.35735191757446,32.714552318683154
danskvand,LightGBM,medmape,41,33.89166929701719,32.714552318683154
danskvand,LightGBM,medmape,42,36.016690661837416,32.714552318683154
danskvand,LightGBM,medmape,43,34.24801412265481,32.714552318683154
danskvand,LightGBM,medmape,44,38.06610075567501,32.714552318683154
danskvand,LightGBM,medmape,45,38.47152726382711,32.714552318683154
danskvand,LightGBM,medmape,46,35.89954363013739,32.714552318683154
danskvand,LightGBM,medmape,47,45.611599211357635,32.714552318683154
danskvand,LightGBM,medmape,48,46.04426421597158,32.714552318683154
danskvand,LightGBM,medmape,49,37.893885289019735,32.714552318683154
danskvand,LightGBM,medmape,50,37.45202174336866,32.714552318683154
danskvand,LightGBM,medmape,51,34.10641000898385,32.714552318683154
danskvand,LightGBM,medmape,52,34.535441139545085,32.714552318683154
danskvand,LightGBM,medmape,53,34.36597320360336,32.714552318683154
danskvand,LightGBM,medmape,54,33.705885948454885,32.714552318683154
danskvand,LightGBM,medmape,55,35.342645740489935,32.714552318683154
danskvand,LightGBM,medmape,56,37.0016142123844,32.714552318683154
danskvand,LightGBM,medmape,57,36.66542318711674,32.714552318683154
danskvand,LightGBM,medmape,58,36.01366021727887,32.714552318683154
danskvand,LightGBM,medmape,59,37.04010020813874,32.714552318683154
danskvand,LightGBM,medmape,60,33.736025045618604,32.714552318683154
danskvand,LightGBM,medmape,61,33.77331172163851,32.714552318683154
danskvand,LightGBM,medmape,62,36.788522346175625,32.714552318683154
danskvand,LightGBM,medmape,63,33.4112058273643,32.714552318683154
danskvand,LightGBM,medmape,64,34.0894111275087,32.714552318683154
danskvand,LightGBM,medmape,65,33.38442096709543,32.714552318683154
danskvand,LightGBM,medmape,66,32.6024274725262,32.6024274725262
danskvand,LightGBM,medmape,67,35.893605937403606,32.6024274725262
danskvand,LightGBM,medmape,68,36.666859337202375,32.6024274725262
danskvand,LightGBM,medmape,69,38.41305939826774,32.6024274725262
danskvand,LightGBM,medmape,70,33.240379577602866,32.6024274725262
danskvand,LightGBM,medmape,71,34.611680895362774,32.6024274725262
danskvand,LightGBM,medmape,72,34.59995698509312,32.6024274725262
danskvand,LightGBM,medmape,73,35.524657276686526,32.6024274725262
danskvand,LightGBM,medmape,74,33.021624010661604,32.6024274725262
danskvand,LightGBM,medmape,75,34.16576897271751,32.6024274725262
danskvand,LightGBM,medmape,76,35.112441180286154,32.6024274725262
danskvand,LightGBM,medmape,77,34.40844797174215,32.6024274725262
danskvand,LightGBM,medmape,78,33.944113376777835,32.6024274725262
danskvand,LightGBM,medmape,79,34.09106823108225,32.6024274725262
danskvand,LightGBM,medmape,80,35.300196405684126,32.6024274725262
danskvand,LightGBM,medmape,81,34.0340329073532,32.6024274725262
danskvand,LightGBM,medmape,82,32.24028774338846,32.24028774338846
danskvand,LightGBM,medmape,83,32.51972857745106,32.24028774338846
danskvand,LightGBM,medmape,84,32.535861065953156,32.24028774338846
danskvand,LightGBM,medmape,85,34.74739548978422,32.24028774338846
danskvand,LightGBM,medmape,86,33.27081645166646,32.24028774338846
danskvand,LightGBM,medmape,87,34.99794780254679,32.24028774338846
danskvand,LightGBM,medmape,88,35.18067555725959,32.24028774338846
danskvand,LightGBM,medmape,89,36.43684151650761,32.24028774338846
danskvand,LightGBM,medmape,90,36.66509423862293,32.24028774338846
danskvand,LightGBM,medmape,91,36.63066293060907,32.24028774338846
danskvand,LightGBM,medmape,92,33.26290896499425,32.24028774338846
danskvand,LightGBM,medmape,93,33.13331816948723,32.24028774338846
danskvand,LightGBM,medmape,94,33.27710577189731,32.24028774338846
danskvand,LightGBM,medmape,95,35.07278734579972,32.24028774338846
danskvand,LightGBM,medmape,96,32.94334240102589,32.24028774338846
danskvand,LightGBM,medmape,97,35.42205661330697,32.24028774338846
danskvand,LightGBM,medmape,98,35.86699189085117,32.24028774338846
danskvand,LightGBM,medmape,99,32.85809929554784,32.24028774338846
danskvand,XGBoost,wmape,0,20.194128334026143,20.194128334026143
danskvand,XGBoost,wmape,1,22.72195706381372,20.194128334026143
danskvand,XGBoost,wmape,2,21.878222693251807,20.194128334026143
danskvand,XGBoost,wmape,3,18.61026547093649,18.61026547093649
danskvand,XGBoost,wmape,4,20.839964455668717,18.61026547093649
danskvand,XGBoost,wmape,5,25.29968741269882,18.61026547093649
danskvand,XGBoost,wmape,6,22.646037327029703,18.61026547093649
danskvand,XGBoost,wmape,7,22.330185654301854,18.61026547093649
danskvand,XGBoost,wmape,8,21.482468470416734,18.61026547093649
danskvand,XGBoost,wmape,9,19.698960888493836,18.61026547093649
danskvand,XGBoost,wmape,10,19.09535252942478,18.61026547093649
danskvand,XGBoost,wmape,11,19.333242683625535,18.61026547093649
danskvand,XGBoost,wmape,12,17.844090371189157,17.844090371189157
danskvand,XGBoost,wmape,13,18.22688555783166,17.844090371189157
danskvand,XGBoost,wmape,14,19.44286061675405,17.844090371189157
danskvand,XGBoost,wmape,15,18.01800077653608,17.844090371189157
danskvand,XGBoost,wmape,16,18.05718549038919,17.844090371189157
danskvand,XGBoost,wmape,17,19.33438900901293,17.844090371189157
danskvand,XGBoost,wmape,18,18.273340101677395,17.844090371189157
danskvand,XGBoost,wmape,19,20.443412873955758,17.844090371189157
danskvand,XGBoost,wmape,20,19.15331887704167,17.844090371189157
danskvand,XGBoost,wmape,21,17.55471497267043,17.55471497267043
danskvand,XGBoost,wmape,22,20.73885813979951,17.55471497267043
danskvand,XGBoost,wmape,23,19.607815772245903,17.55471497267043
danskvand,XGBoost,wmape,24,18.438407042724826,17.55471497267043
danskvand,XGBoost,wmape,25,18.9368518504777,17.55471497267043
danskvand,XGBoost,wmape,26,21.97208466775103,17.55471497267043
danskvand,XGBoost,wmape,27,19.15931133339879,17.55471497267043
danskvand,XGBoost,wmape,28,21.09569037148858,17.55471497267043
danskvand,XGBoost,wmape,29,19.6206833675768,17.55471497267043
danskvand,XGBoost,wmape,30,18.13152889204308,17.55471497267043
danskvand,XGBoost,wmape,31,18.059064344273025,17.55471497267043
danskvand,XGBoost,wmape,32,19.11371025716956,17.55471497267043
danskvand,XGBoost,wmape,33,18.48614855463921,17.55471497267043
danskvand,XGBoost,wmape,34,20.41358492532888,17.55471497267043
danskvand,XGBoost,wmape,35,18.863056508485812,17.55471497267043
danskvand,XGBoost,wmape,36,18.978046409168368,17.55471497267043
danskvand,XGBoost,wmape,37,18.835043206170756,17.55471497267043
danskvand,XGBoost,wmape,38,18.824704319612522,17.55471497267043
danskvand,XGBoost,wmape,39,21.907632812050334,17.55471497267043
danskvand,XGBoost,wmape,40,19.227077272181987,17.55471497267043
danskvand,XGBoost,wmape,41,18.452984765391566,17.55471497267043
danskvand,XGBoost,wmape,42,18.17927253659702,17.55471497267043
danskvand,XGBoost,wmape,43,18.76422591026465,17.55471497267043
danskvand,XGBoost,wmape,44,19.9334126550328,17.55471497267043
danskvand,XGBoost,wmape,45,19.239602401461596,17.55471497267043
danskvand,XGBoost,wmape,46,18.054874124746718,17.55471497267043
danskvand,XGBoost,wmape,47,18.38577572633678,17.55471497267043
danskvand,XGBoost,wmape,48,19.78523020866276,17.55471497267043
danskvand,XGBoost,wmape,49,19.20591924693162,17.55471497267043
danskvand,XGBoost,wmape,50,18.80807337680864,17.55471497267043
danskvand,XGBoost,wmape,51,19.146373547875704,17.55471497267043
danskvand,XGBoost,wmape,52,19.71275142728033,17.55471497267043
danskvand,XGBoost,wmape,53,18.365552539126117,17.55471497267043
danskvand,XGBoost,wmape,54,19.010222504115585,17.55471497267043
danskvand,XGBoost,wmape,55,19.744370807197228,17.55471497267043
danskvand,XGBoost,wmape,56,19.973751234577595,17.55471497267043
danskvand,XGBoost,wmape,57,18.45837120789081,17.55471497267043
danskvand,XGBoost,wmape,58,20.409765557127425,17.55471497267043
danskvand,XGBoost,wmape,59,21.711074179363166,17.55471497267043
danskvand,XGBoost,wmape,60,21.537650873673403,17.55471497267043
danskvand,XGBoost,wmape,61,18.713053196011263,17.55471497267043
danskvand,XGBoost,wmape,62,18.080998467069012,17.55471497267043
danskvand,XGBoost,wmape,63,18.308572574884803,17.55471497267043
danskvand,XGBoost,wmape,64,18.29354523103672,17.55471497267043
danskvand,XGBoost,wmape,65,18.913400412960428,17.55471497267043
danskvand,XGBoost,wmape,66,18.94276663066458,17.55471497267043
danskvand,XGBoost,wmape,67,20.772923658704247,17.55471497267043
danskvand,XGBoost,wmape,68,18.502169041541226,17.55471497267043
danskvand,XGBoost,wmape,69,17.998780211845293,17.55471497267043
danskvand,XGBoost,wmape,70,18.530176584150098,17.55471497267043
danskvand,XGBoost,wmape,71,18.95065259630825,17.55471497267043
danskvand,XGBoost,wmape,72,17.76079974866849,17.55471497267043
danskvand,XGBoost,wmape,73,18.610257088165127,17.55471497267043
danskvand,XGBoost,wmape,74,17.067187196792997,17.067187196792997
danskvand,XGBoost,wmape,75,18.171223694333992,17.067187196792997
danskvand,XGBoost,wmape,76,18.323399889093366,17.067187196792997
danskvand,XGBoost,wmape,77,18.77084808567215,17.067187196792997
danskvand,XGBoost,wmape,78,18.56825330903989,17.067187196792997
danskvand,XGBoost,wmape,79,19.033797591779248,17.067187196792997
danskvand,XGBoost,wmape,80,18.903421459880917,17.067187196792997
danskvand,XGBoost,wmape,81,18.25479285924183,17.067187196792997
danskvand,XGBoost,wmape,82,19.02321037167534,17.067187196792997
danskvand,XGBoost,wmape,83,20.3996013614752,17.067187196792997
danskvand,XGBoost,wmape,84,18.499365351077753,17.067187196792997
danskvand,XGBoost,wmape,85,18.35967389674528,17.067187196792997
danskvand,XGBoost,wmape,86,19.078884811717863,17.067187196792997
danskvand,XGBoost,wmape,87,17.784280537258162,17.067187196792997
danskvand,XGBoost,wmape,88,18.718018685271158,17.067187196792997
danskvand,XGBoost,wmape,89,19.184486666176397,17.067187196792997
danskvand,XGBoost,wmape,90,19.213005354239478,17.067187196792997
danskvand,XGBoost,wmape,91,18.087847277305485,17.067187196792997
danskvand,XGBoost,wmape,92,17.823664332987725,17.067187196792997
danskvand,XGBoost,wmape,93,18.269109075957076,17.067187196792997
danskvand,XGBoost,wmape,94,18.954052768374865,17.067187196792997
danskvand,XGBoost,wmape,95,18.133631715288217,17.067187196792997
danskvand,XGBoost,wmape,96,18.38033141938746,17.067187196792997
danskvand,XGBoost,wmape,97,18.76037316867437,17.067187196792997
danskvand,XGBoost,wmape,98,18.491277718126565,17.067187196792997
danskvand,XGBoost,wmape,99,18.587019507002008,17.067187196792997
danskvand,XGBoost,medmape,0,35.10423337714989,35.10423337714989
danskvand,XGBoost,medmape,1,33.74956760569191,33.74956760569191
danskvand,XGBoost,medmape,2,34.07385328337785,33.74956760569191
danskvand,XGBoost,medmape,3,33.14667945832465,33.14667945832465
danskvand,XGBoost,medmape,4,33.421870303863685,33.14667945832465
danskvand,XGBoost,medmape,5,35.28110496916966,33.14667945832465
danskvand,XGBoost,medmape,6,34.900926600682915,33.14667945832465
danskvand,XGBoost,medmape,7,32.86823717912124,32.86823717912124
danskvand,XGBoost,medmape,8,32.379864714267484,32.379864714267484
danskvand,XGBoost,medmape,9,32.575025382637364,32.379864714267484
danskvand,XGBoost,medmape,10,32.72398394497199,32.379864714267484
danskvand,XGBoost,medmape,11,34.188156519003115,32.379864714267484
danskvand,XGBoost,medmape,12,33.01496033760806,32.379864714267484
danskvand,XGBoost,medmape,13,34.344996187537134,32.379864714267484
danskvand,XGBoost,medmape,14,32.09375556100809,32.09375556100809
danskvand,XGBoost,medmape,15,33.592008277730706,32.09375556100809
danskvand,XGBoost,medmape,16,31.378645453570932,31.378645453570932
danskvand,XGBoost,medmape,17,33.21847564953331,31.378645453570932
danskvand,XGBoost,medmape,18,35.13377678169961,31.378645453570932
danskvand,XGBoost,medmape,19,32.87773813301391,31.378645453570932
danskvand,XGBoost,medmape,20,33.67216893193734,31.378645453570932
danskvand,XGBoost,medmape,21,32.70437231604335,31.378645453570932
danskvand,XGBoost,medmape,22,33.63647687424848,31.378645453570932
danskvand,XGBoost,medmape,23,31.916088155779995,31.378645453570932
danskvand,XGBoost,medmape,24,32.17197279150712,31.378645453570932
danskvand,XGBoost,medmape,25,34.49340474528227,31.378645453570932
danskvand,XGBoost,medmape,26,33.81117342852713,31.378645453570932
danskvand,XGBoost,medmape,27,35.5235829903591,31.378645453570932
danskvand,XGBoost,medmape,28,35.719504919191394,31.378645453570932
danskvand,XGBoost,medmape,29,34.75290251262125,31.378645453570932
danskvand,XGBoost,medmape,30,33.48448275931573,31.378645453570932
danskvand,XGBoost,medmape,31,31.98930419896382,31.378645453570932
danskvand,XGBoost,medmape,32,33.8222147199283,31.378645453570932
danskvand,XGBoost,medmape,33,33.26825473936552,31.378645453570932
danskvand,XGBoost,medmape,34,33.116478352822774,31.378645453570932
danskvand,XGBoost,medmape,35,30.64444188818115,30.64444188818115
danskvand,XGBoost,medmape,36,35.5536951584587,30.64444188818115
danskvand,XGBoost,medmape,37,32.85344564401113,30.64444188818115
danskvand,XGBoost,medmape,38,35.09754017667385,30.64444188818115
danskvand,XGBoost,medmape,39,35.8958802880389,30.64444188818115
danskvand,XGBoost,medmape,40,36.37952421545265,30.64444188818115
danskvand,XGBoost,medmape,41,32.78683842599635,30.64444188818115
danskvand,XGBoost,medmape,42,33.18870302827334,30.64444188818115
danskvand,XGBoost,medmape,43,33.179689232444794,30.64444188818115
danskvand,XGBoost,medmape,44,33.177337274418825,30.64444188818115
danskvand,XGBoost,medmape,45,32.27959589059272,30.64444188818115
danskvand,XGBoost,medmape,46,32.58421491282834,30.64444188818115
danskvand,XGBoost,medmape,47,33.88940210418531,30.64444188818115
danskvand,XGBoost,medmape,48,33.74411900283496,30.64444188818115
danskvand,XGBoost,medmape,49,32.7907127605732,30.64444188818115
danskvand,XGBoost,medmape,50,34.72264867388634,30.64444188818115
danskvand,XGBoost,medmape,51,33.74482500365254,30.64444188818115
danskvand,XGBoost,medmape,52,34.020118205472606,30.64444188818115
danskvand,XGBoost,medmape,53,32.18085971416399,30.64444188818115
danskvand,XGBoost,medmape,54,30.571916251667712,30.571916251667712
danskvand,XGBoost,medmape,55,32.81042727968156,30.571916251667712
danskvand,XGBoost,medmape,56,35.578577083989344,30.571916251667712
danskvand,XGBoost,medmape,57,33.114447819833615,30.571916251667712
danskvand,XGBoost,medmape,58,36.30750634323279,30.571916251667712
danskvand,XGBoost,medmape,59,32.40355864213225,30.571916251667712
danskvand,XGBoost,medmape,60,32.76188489723474,30.571916251667712
danskvand,XGBoost,medmape,61,31.90267409108492,30.571916251667712
danskvand,XGBoost,medmape,62,30.202879090481094,30.202879090481094
danskvand,XGBoost,medmape,63,30.649130960158654,30.202879090481094
danskvand,XGBoost,medmape,64,32.14781229348662,30.202879090481094
danskvand,XGBoost,medmape,65,30.60106144187972,30.202879090481094
danskvand,XGBoost,medmape,66,32.47166708962179,30.202879090481094
danskvand,XGBoost,medmape,67,31.774333945692497,30.202879090481094
danskvand,XGBoost,medmape,68,32.903794959975166,30.202879090481094
danskvand,XGBoost,medmape,69,35.71470468304092,30.202879090481094
danskvand,XGBoost,medmape,70,35.00691428483833,30.202879090481094
danskvand,XGBoost,medmape,71,32.66819605095364,30.202879090481094
danskvand,XGBoost,medmape,72,33.39254860014769,30.202879090481094
danskvand,XGBoost,medmape,73,32.40577415070604,30.202879090481094
danskvand,XGBoost,medmape,74,31.775816555723996,30.202879090481094
danskvand,XGBoost,medmape,75,32.5772361979835,30.202879090481094
danskvand,XGBoost,medmape,76,33.46256323535054,30.202879090481094
danskvand,XGBoost,medmape,77,32.93572804529831,30.202879090481094
danskvand,XGBoost,medmape,78,31.110086830361467,30.202879090481094
danskvand,XGBoost,medmape,79,32.44873759610893,30.202879090481094
danskvand,XGBoost,medmape,80,30.655748457401174,30.202879090481094
danskvand,XGBoost,medmape,81,32.52219489100477,30.202879090481094
danskvand,XGBoost,medmape,82,34.08450122743169,30.202879090481094
danskvand,XGBoost,medmape,83,32.969221220071226,30.202879090481094
danskvand,XGBoost,medmape,84,30.13588487520019,30.13588487520019
danskvand,XGBoost,medmape,85,29.964755170060364,29.964755170060364
danskvand,XGBoost,medmape,86,31.762399923395083,29.964755170060364
danskvand,XGBoost,medmape,87,29.413397015001017,29.413397015001017
danskvand,XGBoost,medmape,88,31.032876414267683,29.413397015001017
danskvand,XGBoost,medmape,89,32.45611536202847,29.413397015001017
danskvand,XGBoost,medmape,90,34.12584878969373,29.413397015001017
danskvand,XGBoost,medmape,91,32.56665381714632,29.413397015001017
danskvand,XGBoost,medmape,92,32.51071145845674,29.413397015001017
danskvand,XGBoost,medmape,93,31.056254573206168,29.413397015001017
danskvand,XGBoost,medmape,94,31.791437894573686,29.413397015001017
danskvand,XGBoost,medmape,95,32.81779031913019,29.413397015001017
danskvand,XGBoost,medmape,96,31.108224334987764,29.413397015001017
danskvand,XGBoost,medmape,97,32.69298249348812,29.413397015001017
danskvand,XGBoost,medmape,98,31.26159263110305,29.413397015001017
danskvand,XGBoost,medmape,99,32.02062517101636,29.413397015001017
energidrikke,LightGBM,wmape,0,22.664215535464237,22.664215535464237
energidrikke,LightGBM,wmape,1,27.55548750780918,22.664215535464237
energidrikke,LightGBM,wmape,2,11.609757753810452,11.609757753810452
energidrikke,LightGBM,wmape,3,10.785458199601976,10.785458199601976
energidrikke,LightGBM,wmape,4,17.519111658875193,10.785458199601976
energidrikke,LightGBM,wmape,5,45.00220366494942,10.785458199601976
energidrikke,LightGBM,wmape,6,18.04961285747691,10.785458199601976
energidrikke,LightGBM,wmape,7,26.77420133420982,10.785458199601976
energidrikke,LightGBM,wmape,8,33.11524070367522,10.785458199601976
energidrikke,LightGBM,wmape,9,11.711001295861955,10.785458199601976
energidrikke,LightGBM,wmape,10,11.410408172846298,10.785458199601976
energidrikke,LightGBM,wmape,11,11.34291299780875,10.785458199601976
energidrikke,LightGBM,wmape,12,11.349031323819819,10.785458199601976
energidrikke,LightGBM,wmape,13,12.044054999509205,10.785458199601976
energidrikke,LightGBM,wmape,14,12.949162937021235,10.785458199601976
energidrikke,LightGBM,wmape,15,10.922923306838767,10.785458199601976
energidrikke,LightGBM,wmape,16,12.740930330602833,10.785458199601976
energidrikke,LightGBM,wmape,17,11.024869677490214,10.785458199601976
energidrikke,LightGBM,wmape,18,14.296564725763167,10.785458199601976
energidrikke,LightGBM,wmape,19,12.229157839357809,10.785458199601976
energidrikke,LightGBM,wmape,20,12.74383166061741,10.785458199601976
energidrikke,LightGBM,wmape,21,11.218127741938545,10.785458199601976
energidrikke,LightGBM,wmape,22,11.20943733761946,10.785458199601976
energidrikke,LightGBM,wmape,23,11.276275629501429,10.785458199601976
energidrikke,LightGBM,wmape,24,11.714906176555228,10.785458199601976
energidrikke,LightGBM,wmape,25,12.959058406005347,10.785458199601976
energidrikke,LightGBM,wmape,26,14.735013761657306,10.785458199601976
energidrikke,LightGBM,wmape,27,11.140177528635943,10.785458199601976
energidrikke,LightGBM,wmape,28,11.599568441621132,10.785458199601976
energidrikke,LightGBM,wmape,29,11.661005363981005,10.785458199601976
energidrikke,LightGBM,wmape,30,31.622345114447334,10.785458199601976
energidrikke,LightGBM,wmape,31,11.12395310789207,10.785458199601976
energidrikke,LightGBM,wmape,32,11.279570555976045,10.785458199601976
energidrikke,LightGBM,wmape,33,11.187425647258776,10.785458199601976
energidrikke,LightGBM,wmape,34,11.105155716240766,10.785458199601976
energidrikke,LightGBM,wmape,35,11.577394189710722,10.785458199601976
energidrikke,LightGBM,wmape,36,11.05239076262647,10.785458199601976
energidrikke,LightGBM,wmape,37,45.44862100289504,10.785458199601976
energidrikke,LightGBM,wmape,38,12.480550579527563,10.785458199601976
energidrikke,LightGBM,wmape,39,13.417513272168353,10.785458199601976
energidrikke,LightGBM,wmape,40,10.873195351743082,10.785458199601976
energidrikke,LightGBM,wmape,41,10.951284926230922,10.785458199601976
energidrikke,LightGBM,wmape,42,11.252058360572441,10.785458199601976
energidrikke,LightGBM,wmape,43,11.163297628612604,10.785458199601976
energidrikke,LightGBM,wmape,44,12.253353986861063,10.785458199601976
energidrikke,LightGBM,wmape,45,11.136709218487653,10.785458199601976
energidrikke,LightGBM,wmape,46,12.993121168827585,10.785458199601976
energidrikke,LightGBM,wmape,47,36.60840211514417,10.785458199601976
energidrikke,LightGBM,wmape,48,11.07952898407028,10.785458199601976
energidrikke,LightGBM,wmape,49,12.520463225378917,10.785458199601976
energidrikke,LightGBM,wmape,50,11.984602859307616,10.785458199601976
energidrikke,LightGBM,wmape,51,11.069774572529024,10.785458199601976
energidrikke,LightGBM,wmape,52,11.129325586656982,10.785458199601976
energidrikke,LightGBM,wmape,53,11.460043858385953,10.785458199601976
