category,model,tuned_for,trial,value,best
CSD,LightGBM,medmape,19,32.07060167949057,31.789278617268298
CSD,LightGBM,medmape,20,34.570073384600974,31.789278617268298
CSD,LightGBM,medmape,21,31.29612790421919,31.29612790421919
CSD,LightGBM,medmape,22,33.14959192867827,31.29612790421919
CSD,LightGBM,medmape,23,32.10634482106399,31.29612790421919
CSD,LightGBM,medmape,24,32.79693232001368,31.29612790421919
CSD,LightGBM,medmape,25,32.640923226881306,31.29612790421919
CSD,LightGBM,medmape,26,33.37201317664514,31.29612790421919
CSD,LightGBM,medmape,27,33.31384734931965,31.29612790421919
CSD,LightGBM,medmape,28,37.63617057461862,31.29612790421919
CSD,LightGBM,medmape,29,36.0326344756336,31.29612790421919
CSD,LightGBM,medmape,30,32.15038743869125,31.29612790421919
CSD,LightGBM,medmape,31,33.2052545076624,31.29612790421919
CSD,LightGBM,medmape,32,33.22265120977432,31.29612790421919
CSD,LightGBM,medmape,33,31.72471039323584,31.29612790421919
CSD,LightGBM,medmape,34,31.144252576716823,31.144252576716823
CSD,LightGBM,medmape,35,32.104643700819366,31.144252576716823
CSD,LightGBM,medmape,36,31.686821059855397,31.144252576716823
CSD,LightGBM,medmape,37,31.1418235785415,31.1418235785415
CSD,LightGBM,medmape,38,33.99514437713993,31.1418235785415
CSD,LightGBM,medmape,39,32.02361539540671,31.1418235785415
CSD,LightGBM,medmape,40,31.17908022666657,31.1418235785415
CSD,LightGBM,medmape,41,31.254667372397435,31.1418235785415
CSD,LightGBM,medmape,42,31.671525626852755,31.1418235785415
CSD,LightGBM,medmape,43,32.32689744920741,31.1418235785415
CSD,LightGBM,medmape,44,39.05961628781739,31.1418235785415
CSD,LightGBM,medmape,45,31.336184310085997,31.1418235785415
CSD,LightGBM,medmape,46,31.48092682608815,31.1418235785415
CSD,LightGBM,medmape,47,32.736216595531126,31.1418235785415
CSD,LightGBM,medmape,48,33.07084600493933,31.1418235785415
CSD,LightGBM,medmape,49,32.715212467948675,31.1418235785415
CSD,LightGBM,medmape,50,31.87520995441618,31.1418235785415
CSD,LightGBM,medmape,51,32.11563331920655,31.1418235785415
CSD,LightGBM,medmape,52,33.27788010893971,31.1418235785415
CSD,LightGBM,medmape,53,31.682284965069044,31.1418235785415
CSD,LightGBM,medmape,54,31.45490790978493,31.1418235785415
CSD,LightGBM,medmape,55,31.84880017546494,31.1418235785415
CSD,LightGBM,medmape,56,34.691246744767696,31.1418235785415
CSD,LightGBM,medmape,57,33.055920823539694,31.1418235785415
