category,ensemble,lower90,upper90,agreement,confidence,tier,actual,in_interval
CSD,157.6,21.6,1097.2,0.0,30.6,Low,63.0,True
CSD,475322.1,68196.2,3312908.2,0.485,45.1,Moderate,577807.0,True
CSD,550413.1,78969.9,3836279.0,0.427,43.4,Moderate,478183.0,True
CSD,606636.6,87036.6,4228147.0,0.556,47.2,Moderate,673071.0,True
CSD,463906.9,66558.4,3233346.3,0.333,40.5,Moderate,402415.0,True
CSD,510574.5,73254.1,3558611.4,0.853,56.1,Moderate,302759.0,True
CSD,482590.0,69239.0,3363564.4,0.813,55.0,Moderate,239535.0,True
CSD,287535.3,41253.3,2004068.3,0.799,54.5,Moderate,67271.0,True
CSD,60372.3,8661.0,420783.3,0.735,52.6,Moderate,38871.0,True
CSD,30427.6,4364.6,212073.6,0.779,53.9,Moderate,25479.0,True
CSD,10484.6,1503.3,73075.1,0.6,48.6,Moderate,19207.0,True
CSD,14646.2,2100.4,102080.6,0.783,54.1,Moderate,15919.0,True
CSD,15323.5,2197.6,106801.3,0.438,43.7,Moderate,10183.0,True
CSD,241.6,33.7,1683.2,0.0,30.6,Low,375.0,True
CSD,7558.5,1083.5,52680.1,0.199,36.5,Low,114287.0,False
CSD,179412.0,25740.3,1250468.6,0.681,51.0,Moderate,183983.0,True
CSD,121200.1,17388.3,844741.9,0.747,53.0,Moderate,198367.0,True
CSD,168242.3,24137.7,1172617.6,0.669,50.6,Moderate,204439.0,True
CSD,150120.5,21537.7,1046312.0,0.868,56.6,Moderate,157415.0,True
CSD,194309.1,27877.6,1354298.4,0.313,39.9,Low,161743.0,True
CSD,161174.8,23123.7,1123358.6,0.541,46.8,Moderate,120968.6,True
CSD,153842.6,22071.7,1072254.1,0.931,58.5,Moderate,207543.0,True
CSD,226870.6,32549.4,1581246.5,0.103,33.7,Low,198391.0,True
CSD,192080.1,27557.8,1338762.4,0.967,59.6,Moderate,102679.0,True
CSD,291968.4,41889.4,2034966.0,0.562,47.4,Moderate,110015.0,True
CSD,155341.2,22286.7,1082698.9,0.243,37.8,Low,133161.4,True
CSD,188391.4,27028.6,1313052.8,0.267,38.6,Low,170512.0,True
CSD,227156.6,32590.5,1583239.3,0.945,58.9,Moderate,164348.2,True
CSD,163023.4,23388.9,1136242.4,0.574,47.8,Moderate,130148.8,True
CSD,236424.5,33920.2,1647835.1,0.047,32.0,Low,142228.5,True
CSD,170349.4,24440.0,1187303.9,0.484,45.1,Moderate,152070.5,True
CSD,194791.1,27946.8,1357658.2,0.328,40.4,Moderate,122732.5,True
CSD,213939.6,30694.1,1491119.4,0.07,32.7,Low,127062.1,True
CSD,405283.9,58147.4,2824754.6,0.0,30.6,Low,243674.6,True
CSD,205600.8,29497.7,1432999.6,0.0,30.6,Low,138957.2,True
CSD,185964.3,26680.4,1296136.7,0.764,53.5,Moderate,66553.5,True
CSD,110669.8,15877.4,771347.7,0.806,54.7,Moderate,33109.4,True
CSD,45110.5,6471.3,314411.2,0.361,41.4,Moderate,49271.4,True
CSD,43733.1,6273.6,304810.9,0.58,48.0,Moderate,68493.8,True
CSD,48049.5,6892.9,334895.3,0.498,45.5,Moderate,97518.2,True
CSD,39689.4,5693.5,276626.8,0.388,42.2,Moderate,100618.4,True
CSD,43304.1,6212.1,301821.0,0.374,41.8,Moderate,105914.5,True
CSD,40751.7,5845.9,284031.3,0.365,41.5,Moderate,122569.0,True
CSD,48257.9,6922.8,336347.7,0.346,40.9,Moderate,87723.7,True
CSD,42893.8,6153.2,298961.2,0.358,41.3,Moderate,73911.0,True
CSD,65393.3,9381.4,455778.6,0.318,40.1,Moderate,98951.0,True
CSD,35062.8,5029.7,244380.5,0.361,41.4,Moderate,52833.7,True
CSD,78033.0,11194.8,543874.8,0.287,39.2,Low,58983.0,True
CSD,72423.0,10389.9,504773.9,0.318,40.1,Moderate,95078.9,True
CSD,2900398.1,416135.7,20215251.4,0.04,31.8,Low,4808608.4,True
CSD,4725976.1,678061.9,32939201.0,0.51,45.9,Moderate,5021341.8,True
CSD,4001494.3,574116.3,27889692.9,0.58,48.0,Moderate,5969383.3,True
CSD,3215479.3,461342.2,22411310.3,0.251,38.1,Low,7393715.9,True
CSD,4113065.8,590124.1,28667326.1,0.0,30.6,Low,7286307.6,True
CSD,5079270.9,728751.1,35401601.8,0.051,32.1,Low,8858912.1,True
CSD,7362367.3,1056320.0,51314372.7,0.806,54.7,Moderate,4429803.7,True
CSD,5534754.7,794102.0,38576242.0,0.49,45.3,Moderate,4156370.1,True
CSD,9711677.5,1393389.0,67688641.0,0.346,40.9,Moderate,8077769.0,True
CSD,3160663.2,453477.5,22029252.2,0.618,49.1,Moderate,3003561.4,True
CSD,4007512.8,574979.8,27931641.3,0.622,49.2,Moderate,3587743.4,True
CSD,8538854.8,1225117.4,59514278.3,0.767,53.6,Moderate,4378713.2,True
CSD,1031769.6,148032.9,7191247.1,0.468,44.6,Moderate,1095234.2,True
CSD,1005456.9,144257.7,7007852.3,0.378,41.9,Moderate,1021525.0,True
CSD,1560399.8,223878.5,10875704.2,0.452,44.1,Moderate,1084435.4,True
CSD,858893.1,123229.3,5986329.4,0.41,42.9,Moderate,762895.6,True
CSD,835490.8,119871.7,5823219.2,0.503,45.6,Moderate,803285.4,True
CSD,798287.2,114533.8,5563916.6,0.384,42.1,Moderate,610694.9,True
CSD,664185.8,95293.5,4629254.3,0.433,43.5,Moderate,735840.8,True
CSD,786669.7,112867.0,5482945.1,0.484,45.1,Moderate,520177.0,True
CSD,929164.6,133311.6,6476109.1,0.441,43.8,Moderate,550793.2,True
CSD,426840.9,61240.3,2975003.0,0.387,42.2,Moderate,328230.9,True
CSD,407953.2,58530.4,2843359.3,0.342,40.8,Moderate,274645.8,True
CSD,449362.6,64471.6,3131975.4,0.432,43.5,Moderate,289013.6,True
CSD,5189.6,743.6,36169.8,0.0,30.6,Low,2110.6,True
CSD,4088.6,585.6,28495.8,0.26,38.4,Low,1535.4,True
CSD,3454.5,494.6,24076.5,0.837,55.7,Moderate,924.1,True
CSD,2411.5,345.0,16806.9,0.927,58.4,Moderate,292.0,False
CSD,1178.2,168.1,8211.2,0.605,48.7,Moderate,893.5,True
CSD,1203.5,171.7,8386.9,0.584,48.1,Moderate,830.6,True
CSD,2122.2,303.5,14790.5,0.125,34.3,Low,1821.4,True
CSD,1738.0,248.4,12112.8,0.775,53.8,Moderate,1725.9,True
CSD,2628.6,376.1,18319.9,0.828,55.4,Moderate,2311.0,True
CSD,1442.6,206.0,10053.5,0.684,51.1,Moderate,995.6,True
CSD,1477.4,211.0,10296.2,0.693,51.3,Moderate,771.6,True
CSD,1297.2,185.1,9040.3,0.588,48.2,Moderate,1589.1,True
CSD,211.4,29.3,1472.6,0.0,30.6,Low,79.0,True
CSD,183.3,25.3,1276.6,0.0,30.6,Low,127.0,True
CSD,259.4,36.2,1807.1,0.0,30.6,Low,111.0,True
CSD,223.4,31.1,1556.1,0.0,30.6,Low,119.0,True
CSD,264.9,37.0,1845.0,0.0,30.6,Low,55.0,True
CSD,216.4,30.0,1507.0,0.0,30.6,Low,127.0,True
CSD,230.6,32.1,1606.0,0.0,30.6,Low,135.0,True
CSD,227.5,31.6,1584.5,0.0,30.6,Low,119.0,True
CSD,440.1,62.1,3066.3,0.036,31.6,Low,103.0,True
CSD,272.5,38.1,1898.2,0.0,30.6,Low,55.0,True
CSD,251.9,35.1,1754.6,0.0,30.6,Low,111.0,True
CSD,232.1,32.3,1616.5,0.0,30.6,Low,71.0,True
CSD,11900.8,1706.5,82945.3,0.972,59.7,Moderate,4523.3,True
CSD,8832.7,1266.3,61561.6,0.67,50.7,Moderate,4201.6,True
CSD,9926.6,1423.2,69185.8,0.889,57.2,Moderate,3863.8,True
CSD,5975.5,856.3,41647.5,0.0,30.6,Low,5272.6,True
CSD,4668.5,668.8,32537.3,0.576,47.8,Moderate,3540.8,True
CSD,4487.9,642.9,31278.8,0.289,39.2,Low,4614.5,True
CSD,4212.5,603.4,29359.1,0.0,30.6,Low,4564.1,True
CSD,3472.3,497.2,24200.6,0.348,41.0,Moderate,3735.5,True
CSD,5632.6,807.1,39257.1,0.312,39.9,Low,8356.1,True
CSD,5262.8,754.1,36679.8,0.713,52.0,Moderate,2749.6,True
CSD,4473.3,640.8,31177.1,0.44,43.8,Moderate,2422.1,True
CSD,6454.4,925.1,44985.3,0.0,30.6,Low,4325.0,True
CSD,129.9,17.6,904.3,0.0,30.6,Low,7.0,False
CSD,132.7,18.0,924.1,0.0,30.6,Low,7.0,False
CSD,21070.6,3022.1,146857.2,0.446,43.9,Moderate,23960.3,True
CSD,23366.4,3351.5,162858.9,0.398,42.5,Moderate,25376.5,True
CSD,31603.6,4533.4,220270.7,0.415,43.0,Moderate,26453.1,True
CSD,22852.8,3277.8,159278.6,0.423,43.2,Moderate,25999.1,True
CSD,21421.6,3072.5,149303.4,0.424,43.3,Moderate,28157.0,True
CSD,26167.0,3753.3,182378.6,0.389,42.2,Moderate,25427.2,True
CSD,16985.8,2436.1,118387.2,0.379,41.9,Moderate,20068.5,True
CSD,21417.5,3071.9,149275.3,0.436,43.6,Moderate,16458.4,True
CSD,23268.8,3337.5,162178.3,0.508,45.8,Moderate,26514.4,True
CSD,16123.1,2312.3,112374.4,0.495,45.4,Moderate,17326.0,True
CSD,17035.9,2443.2,118736.2,0.462,44.4,Moderate,14616.9,True
CSD,16627.6,2384.7,115890.3,0.507,45.8,Moderate,22800.0,True
CSD,19982.5,2866.0,139273.3,0.685,51.1,Moderate,17119.0,True
CSD,10285.9,1474.8,71689.6,0.486,45.1,Moderate,18063.0,True
CSD,19406.6,2783.4,135259.2,0.614,49.0,Moderate,30215.0,True
CSD,18881.8,2708.1,131601.8,0.539,46.7,Moderate,26395.6,True
CSD,18457.6,2647.2,128645.3,0.517,46.1,Moderate,25087.0,True
CSD,21718.9,3115.1,151375.7,0.691,51.3,Moderate,26791.0,True
CSD,20448.3,2932.8,142519.9,0.715,52.0,Moderate,22159.0,True
CSD,19771.4,2835.7,137801.9,0.854,56.2,Moderate,19631.0,True
CSD,32975.2,4730.1,229830.0,0.659,50.3,Moderate,26543.0,True
CSD,15688.4,2249.9,109344.5,0.917,58.1,Moderate,17295.0,True
CSD,17835.8,2558.0,124311.0,0.821,55.2,Moderate,15463.0,True
CSD,20529.9,2944.5,143088.6,0.553,47.2,Moderate,22255.0,True
danskvand,57.9,5.8,490.9,0.0,29.4,Low,17.0,True
danskvand,69.8,7.2,591.9,0.0,29.4,Low,48.0,True
danskvand,69.9,7.2,593.5,0.045,30.7,Low,90.0,True
danskvand,103.4,11.2,878.3,0.075,31.6,Low,78.0,True
danskvand,202.7,22.8,1722.2,0.35,39.9,Low,45.0,True
danskvand,42.4,4.0,359.4,0.0,29.4,Low,21.0,True
danskvand,37.5,3.4,317.4,0.0,29.4,Low,26.0,True
danskvand,52.6,5.2,446.0,0.0,29.4,Low,55.0,True
danskvand,101.8,11.0,864.4,0.067,31.4,Low,99.0,True
danskvand,105.2,11.4,893.0,0.185,34.9,Low,116.0,True
danskvand,72.5,7.5,615.3,0.0,29.4,Low,190.0,True
danskvand,151.4,16.8,1285.6,0.357,40.1,Moderate,26.0,True
danskvand,100.6,10.8,854.1,0.048,30.8,Low,43.0,True
danskvand,61.5,6.2,521.5,0.0,29.4,Low,51.0,True
danskvand,11744.0,1380.6,99822.9,0.56,46.2,Moderate,10533.0,True
danskvand,10400.1,1222.5,88399.9,0.841,54.6,Moderate,34151.0,True
danskvand,14997.4,1763.4,127476.7,0.495,44.2,Moderate,6988.0,True
danskvand,8892.0,1045.1,75581.3,0.929,57.2,Moderate,19205.0,True
danskvand,9484.0,1114.8,80613.2,0.664,49.3,Moderate,10525.0,True
danskvand,3687.5,432.8,31342.7,0.64,48.6,Moderate,2554.0,True
danskvand,1990.8,233.2,16920.7,0.786,52.9,Moderate,950.0,True
danskvand,992.6,115.8,8435.7,0.827,54.2,Moderate,428.0,True
danskvand,198.0,22.3,1681.8,0.39,41.1,Moderate,444.0,True
danskvand,308.5,35.3,2621.2,0.468,43.4,Moderate,357.0,True
danskvand,198.0,22.3,1681.6,0.528,45.2,Moderate,193.0,True
danskvand,157.4,17.5,1337.1,0.264,37.3,Low,180.0,True
danskvand,185.6,20.8,1576.4,0.303,38.4,Low,225.0,True
danskvand,117.0,12.8,993.8,0.221,36.0,Low,102.0,True
danskvand,105.9,11.5,899.0,0.062,31.2,Low,146.0,True
danskvand,132.2,14.5,1122.4,0.122,33.0,Low,156.0,True
danskvand,36.5,3.3,308.9,0.0,29.4,Low,20.0,True
danskvand,48.5,4.7,411.2,0.0,29.4,Low,19.0,True
danskvand,28.1,2.3,237.8,0.0,29.4,Low,19.0,True
danskvand,25.9,2.0,219.3,0.0,29.4,Low,13.0,True
danskvand,23.1,1.7,195.6,0.0,29.4,Low,45.0,True
danskvand,16098.3,1892.9,136834.4,0.913,56.8,Moderate,12994.0,True
danskvand,13016.7,1530.4,110641.3,0.972,58.5,Moderate,12186.0,True
danskvand,6868.7,807.1,58382.6,0.935,57.4,Moderate,38180.0,True
danskvand,17090.2,2009.6,145265.9,0.898,56.3,Moderate,8727.0,True
danskvand,11926.9,1402.2,101377.3,0.765,52.3,Moderate,10908.0,True
danskvand,6268.9,736.5,53285.0,0.591,47.1,Moderate,9177.0,True
danskvand,11250.3,1322.6,95626.7,0.775,52.6,Moderate,12393.0,True
danskvand,13612.4,1600.5,115704.6,0.965,58.3,Moderate,11365.0,True
danskvand,45548.1,5357.6,387157.6,0.38,40.8,Moderate,50770.0,True
danskvand,41977.9,4937.6,356811.0,0.357,40.1,Moderate,27916.0,True
danskvand,12501.9,1469.8,106265.3,0.375,40.6,Moderate,17529.0,True
danskvand,9854.7,1158.4,83763.9,0.463,43.3,Moderate,9545.0,True
danskvand,7646.4,898.6,64993.7,0.545,45.7,Moderate,13869.0,True
danskvand,9411.1,1106.2,79993.5,0.417,41.9,Moderate,24298.0,True
danskvand,14452.2,1699.3,122842.4,0.378,40.7,Moderate,13205.0,True
danskvand,16526.0,1943.2,140469.5,0.373,40.6,Moderate,17732.1,True
danskvand,44874.4,5278.3,381431.1,0.666,49.3,Moderate,51260.0,True
danskvand,50613.8,5953.6,430216.6,0.649,48.8,Moderate,45694.0,True
danskvand,27241.8,3203.9,231554.1,0.513,44.7,Moderate,30762.0,True
danskvand,20629.6,2426.0,175350.4,0.675,49.6,Moderate,25988.2,True
danskvand,29894.8,3516.0,254104.7,0.558,46.1,Moderate,34929.0,True
danskvand,19282.0,2267.5,163895.8,0.485,43.9,Moderate,20657.0,True
danskvand,21932.2,2579.3,186422.9,0.542,45.6,Moderate,21135.0,True
danskvand,22460.1,2641.4,190909.5,0.533,45.4,Moderate,31061.0,True
danskvand,24068.4,2830.6,204580.4,0.446,42.7,Moderate,19325.0,True
danskvand,24267.6,2854.0,206273.3,0.464,43.3,Moderate,15563.0,True
danskvand,13710.4,1612.0,116537.2,0.443,42.6,Moderate,11914.0,True
danskvand,15761.5,1853.3,133971.8,0.443,42.6,Moderate,8209.0,True
danskvand,12415.1,1459.6,105527.3,0.512,44.7,Moderate,47105.0,True
danskvand,37650.8,4428.5,320030.9,0.46,43.2,Moderate,9141.0,True
danskvand,17840.0,2097.8,151638.6,0.656,49.0,Moderate,9648.0,True
danskvand,10153.2,1193.5,86301.1,0.946,57.8,Moderate,11552.0,True
danskvand,58229.5,6849.5,494950.0,0.429,42.2,Moderate,57961.0,True
danskvand,53756.2,6323.3,456926.5,0.424,42.1,Moderate,52385.0,True
danskvand,26880.6,3161.4,228483.7,0.348,39.8,Low,35215.0,True
danskvand,25800.4,3034.3,219302.4,0.393,41.2,Moderate,20575.0,True
danskvand,35057.0,4123.3,297983.0,0.409,41.6,Moderate,22862.0,True
danskvand,23228.0,2731.7,197437.0,0.445,42.7,Moderate,29311.0,True
danskvand,27297.0,3210.4,232023.5,0.376,40.6,Moderate,25387.0,True
danskvand,30282.9,3561.7,257403.2,0.378,40.7,Moderate,29758.0,True
danskvand,14624.2,1719.5,124304.4,0.384,40.9,Moderate,12857.0,True
danskvand,13723.4,1613.5,116647.7,0.392,41.1,Moderate,8805.0,True
danskvand,6669.6,783.7,56690.7,0.399,41.3,Moderate,5117.0,True
danskvand,5287.1,621.0,44939.0,0.464,43.3,Moderate,2969.0,True
danskvand,5346.4,628.0,45443.5,0.461,43.2,Moderate,3607.0,True
danskvand,3427.3,402.2,29131.3,0.492,44.1,Moderate,3717.0,True
danskvand,4106.9,482.2,34907.3,0.47,43.5,Moderate,2067.0,True
danskvand,3524.7,413.7,29958.6,0.511,44.7,Moderate,4724.0,True
danskvand,15377.6,1808.1,130708.9,0.337,39.5,Low,10924.0,True
danskvand,14000.6,1646.1,119004.1,0.354,40.0,Low,13921.0,True
danskvand,9207.3,1082.2,78260.8,0.346,39.8,Low,12621.0,True
danskvand,11530.5,1355.5,98008.2,0.348,39.8,Low,8673.0,True
danskvand,12385.7,1456.1,105277.4,0.348,39.8,Low,11058.0,True
danskvand,7533.2,885.3,64030.8,0.362,40.2,Moderate,9332.0,True
danskvand,8837.4,1038.7,75116.7,0.356,40.1,Moderate,7850.0,True
danskvand,8955.1,1052.5,76117.6,0.341,39.6,Low,11942.0,True
danskvand,43476.4,5113.9,369548.1,0.721,51.0,Moderate,74106.0,True
danskvand,58662.5,6900.5,498629.7,0.67,49.5,Moderate,81246.0,True
danskvand,53425.4,6284.3,454115.1,0.647,48.8,Moderate,56348.0,True
danskvand,29379.4,3455.4,249723.9,0.425,42.1,Moderate,26257.0,True
danskvand,25846.9,3039.8,219697.6,0.414,41.8,Moderate,14936.0,True
danskvand,15880.6,1867.3,134983.6,0.561,46.2,Moderate,63992.0,True
danskvand,30421.2,3578.0,258579.2,0.517,44.9,Moderate,61085.0,True
danskvand,64902.2,7634.6,551667.8,0.355,40.0,Moderate,27175.0,True
danskvand,45705.7,5376.1,388496.9,0.495,44.2,Moderate,71412.0,True
danskvand,42672.2,5019.3,362712.4,0.499,44.4,Moderate,48194.0,True
danskvand,28343.3,3333.5,240916.8,0.354,40.0,Low,30445.0,True
danskvand,19135.1,2250.2,162647.5,0.447,42.8,Moderate,18239.0,True
danskvand,21458.4,2523.5,182395.0,0.493,44.1,Moderate,22163.0,True
danskvand,20486.2,2409.1,174131.6,0.398,41.3,Moderate,15655.0,True
danskvand,17276.6,2031.5,146849.7,0.396,41.3,Moderate,16359.0,True
danskvand,22314.4,2624.2,189671.8,0.363,40.2,Moderate,24639.0,True
danskvand,51095.2,6010.2,434308.2,0.376,40.6,Moderate,60897.0,True
danskvand,52823.6,6213.5,448999.3,0.372,40.5,Moderate,42917.0,True
danskvand,27048.4,3181.2,229910.2,0.333,39.4,Low,23537.0,True
danskvand,14780.9,1737.9,125636.2,0.437,42.5,Moderate,12293.0,True
danskvand,16806.7,1976.3,142856.2,0.478,43.7,Moderate,15888.0,True
danskvand,12982.9,1526.4,110353.2,0.413,41.8,Moderate,13913.0,True
danskvand,20680.0,2431.9,175779.1,0.355,40.0,Moderate,14240.0,True
danskvand,16482.5,1938.1,140100.4,0.374,40.6,Moderate,21635.0,True
danskvand,68228.5,8025.9,579940.9,0.0,29.4,Low,25037.0,True
danskvand,40886.5,4809.2,347534.5,0.0,29.4,Low,26206.0,True
danskvand,23654.1,2781.8,201059.2,0.0,29.4,Low,16945.0,True
danskvand,22760.8,2676.7,193465.9,0.0,29.4,Low,10857.0,True
danskvand,21490.9,2527.3,182671.3,0.0,29.4,Low,11108.0,True
danskvand,11543.9,1357.1,98122.3,0.0,29.4,Low,9291.0,True
danskvand,12516.4,1471.5,106388.3,0.0,29.4,Low,12034.0,True
danskvand,18902.9,2222.9,160673.9,0.189,35.0,Low,12444.0,True
danskvand,14353.0,1687.6,121999.1,0.449,42.8,Moderate,11196.0,True
danskvand,14811.6,1741.5,125897.3,0.484,43.9,Moderate,15258.0,True
danskvand,10960.0,1288.4,93159.2,0.434,42.4,Moderate,14175.0,True
danskvand,9282.3,1091.0,78898.3,0.488,44.0,Moderate,16761.0,True
danskvand,16079.0,1890.7,136670.8,0.425,42.1,Moderate,13935.0,True
danskvand,14584.8,1714.9,123970.0,0.356,40.1,Moderate,11169.0,True
danskvand,9879.7,1161.3,83976.4,0.466,43.3,Moderate,9653.0,True
danskvand,11310.8,1329.7,96141.0,0.482,43.8,Moderate,11329.1,True
danskvand,45886.3,5397.4,390032.5,0.583,46.9,Moderate,54147.0,True
danskvand,48375.8,5690.3,411193.3,0.424,42.1,Moderate,53663.0,True
danskvand,30527.8,3590.5,259484.9,0.552,45.9,Moderate,13842.0,True
danskvand,15393.9,1810.1,130847.4,0.547,45.8,Moderate,10428.4,True
danskvand,18013.8,2118.3,153116.0,0.0,29.4,Low,23457.0,True
danskvand,26838.8,3156.5,228129.0,0.18,34.8,Low,19517.0,True
danskvand,19342.6,2274.6,164410.8,0.177,34.7,Low,24183.0,True
danskvand,27290.0,3209.6,231963.8,0.414,41.8,Moderate,27182.0,True
danskvand,21941.8,2580.4,186504.3,0.872,55.5,Moderate,11609.0,True
danskvand,19288.5,2268.2,163951.2,0.963,58.3,Moderate,30494.0,True
danskvand,17848.7,2098.9,151713.1,0.981,58.8,Moderate,17239.0,True
danskvand,17256.0,2029.1,146675.3,0.909,56.6,Moderate,17019.0,True
danskvand,22371.8,2631.0,190159.3,0.83,54.3,Moderate,18962.0,True
danskvand,18801.9,2211.0,159815.2,0.961,58.2,Moderate,27659.0,True
danskvand,16076.0,1890.3,136645.3,0.765,52.3,Moderate,22902.0,True
danskvand,26064.0,3065.3,221542.6,0.659,49.1,Moderate,18971.0,True
danskvand,26577.0,3125.7,225903.4,0.454,43.0,Moderate,20771.0,True
danskvand,25613.3,3012.3,217712.4,0.386,41.0,Moderate,37663.0,True
danskvand,20497.6,2410.5,174228.2,0.438,42.5,Moderate,15822.0,True
danskvand,16475.5,1937.3,140041.0,0.524,45.1,Moderate,10638.0,True
danskvand,14883.3,1750.0,126506.7,0.585,46.9,Moderate,19871.0,True
danskvand,18153.9,2134.8,154307.0,0.508,44.6,Moderate,14823.0,True
danskvand,24803.2,2917.0,210826.2,0.429,42.2,Moderate,15391.0,True
danskvand,20142.6,2368.7,171211.0,0.49,44.1,Moderate,12485.0,True
danskvand,4260.9,500.3,36216.4,0.657,49.1,Moderate,5182.0,True
danskvand,5630.5,661.4,47858.6,0.655,49.0,Moderate,6127.0,True
danskvand,3786.8,444.5,32186.5,0.582,46.8,Moderate,2981.0,True
danskvand,2803.8,328.9,23830.9,0.712,50.7,Moderate,3026.0,True
danskvand,4189.4,491.9,35609.2,0.649,48.8,Moderate,5238.0,True
danskvand,2899.2,340.1,24642.1,0.648,48.8,Moderate,3122.7,True
danskvand,3200.1,375.5,27199.4,0.687,50.0,Moderate,3337.0,True
danskvand,3901.2,458.0,33159.0,0.646,48.7,Moderate,3548.0,True
danskvand,6757.8,794.0,57440.7,0.387,41.0,Moderate,5123.0,True
danskvand,6171.7,725.1,52458.6,0.421,42.0,Moderate,9039.0,True
danskvand,5495.2,645.5,46708.4,0.382,40.8,Moderate,4705.0,True
danskvand,4498.3,528.2,38234.7,0.427,42.2,Moderate,5329.0,True
danskvand,7027.6,825.8,59733.8,0.387,41.0,Moderate,4997.0,True
danskvand,3828.5,449.4,32541.0,0.408,41.6,Moderate,2643.0,True
danskvand,3137.2,368.1,26665.5,0.489,44.0,Moderate,725.0,True
danskvand,1560.2,182.6,13260.9,0.707,50.6,Moderate,1159.0,True
danskvand,52772.7,6207.6,448566.4,0.752,51.9,Moderate,87302.0,True
danskvand,63019.6,7413.1,535665.3,0.542,45.6,Moderate,77269.0,True
danskvand,54577.6,6419.9,463908.1,0.683,49.8,Moderate,50580.0,True
danskvand,48164.8,5665.4,409399.2,0.611,47.7,Moderate,130345.0,True
danskvand,77798.3,9151.7,661284.2,0.498,44.3,Moderate,47101.0,True
danskvand,39965.0,4700.8,339701.0,0.458,43.1,Moderate,10661.0,True
danskvand,16303.9,1917.1,138582.4,0.985,58.9,Moderate,4973.0,True
danskvand,12285.9,1444.4,104428.8,0.239,36.5,Low,132544.0,False
danskvand,350215.7,41200.9,2976831.6,0.698,50.3,Moderate,286321.0,True
danskvand,278371.1,32748.5,2366152.1,0.442,42.6,Moderate,233746.0,True
danskvand,211527.7,24884.6,1797983.9,0.939,57.5,Moderate,175213.0,True
danskvand,141925.8,16696.2,1206367.6,0.561,46.2,Moderate,102341.0,True
danskvand,186218.2,21907.0,1582852.7,0.545,45.7,Moderate,188715.0,True
danskvand,151023.5,17766.5,1283698.6,0.837,54.5,Moderate,254960.0,True
danskvand,157769.9,18560.2,1341042.4,0.445,42.7,Moderate,193192.0,True
danskvand,247794.3,29151.3,2106249.9,0.168,34.4,Low,220904.0,True
danskvand,17801.6,2093.3,151312.8,0.431,42.3,Moderate,15302.0,True
danskvand,13757.1,1617.5,116934.4,0.52,45.0,Moderate,14796.0,True
danskvand,8611.3,1012.1,73194.9,0.467,43.4,Moderate,9999.0,True
danskvand,8933.3,1050.0,75932.3,0.49,44.1,Moderate,7776.0,True
danskvand,12137.3,1426.9,103166.1,0.511,44.7,Moderate,14431.0,True
danskvand,9545.3,1122.0,81134.2,0.494,44.2,Moderate,12737.0,True
danskvand,14144.3,1663.0,120225.7,0.468,43.4,Moderate,11860.0,True
danskvand,16631.7,1955.7,141368.6,0.459,43.1,Moderate,13864.0,True
danskvand,40295.7,4739.7,342512.2,0.411,41.7,Moderate,31426.0,True
danskvand,37187.9,4374.1,316096.2,0.438,42.5,Moderate,40213.0,True
danskvand,23131.1,2720.3,196613.4,0.45,42.9,Moderate,36635.0,True
danskvand,24323.8,2860.6,206751.2,0.444,42.7,Moderate,30363.0,True
danskvand,34856.1,4099.7,296275.6,0.45,42.9,Moderate,31838.0,True
danskvand,27941.6,3286.3,237502.9,0.421,42.0,Moderate,28085.0,True
danskvand,22462.7,2641.7,190931.7,0.483,43.9,Moderate,33789.0,True
danskvand,35038.5,4121.2,297826.3,0.377,40.7,Moderate,37386.0,True
danskvand,3071.6,360.4,26107.5,0.522,45.0,Moderate,6211.7,True
danskvand,2530.2,296.7,21505.5,0.72,51.0,Moderate,5591.6,True
danskvand,4120.1,483.7,35019.8,0.448,42.8,Moderate,1150.1,True
danskvand,1222.1,142.8,10386.5,0.925,57.1,Moderate,2378.0,True
danskvand,4408.9,517.7,37474.5,0.494,44.2,Moderate,6356.0,True
danskvand,1405.5,164.3,11945.4,0.765,52.3,Moderate,740.0,True
danskvand,1170.5,136.7,9948.4,0.82,54.0,Moderate,685.4,True
danskvand,1629.3,190.7,13848.0,0.703,50.5,Moderate,1200.8,True
danskvand,707.4,82.2,6011.5,0.936,57.4,Moderate,689.3,True
danskvand,949.8,110.7,8072.7,0.888,56.0,Moderate,689.3,True
danskvand,457.9,52.9,3891.3,0.86,55.2,Moderate,470.9,True
danskvand,592.2,68.7,5032.8,0.88,55.8,Moderate,607.4,True
danskvand,992.9,115.8,8439.0,0.985,58.9,Moderate,1543.4,True
danskvand,685.6,79.7,5826.2,0.938,57.5,Moderate,396.8,True
danskvand,602.9,69.9,5123.8,0.781,52.8,Moderate,478.7,True
danskvand,654.5,76.0,5561.9,0.737,51.5,Moderate,1481.0,True
danskvand,2777.7,325.8,23609.2,0.606,47.6,Moderate,2094.6,True
danskvand,2435.9,285.6,20704.5,0.709,50.6,Moderate,2257.3,True
danskvand,1751.9,205.1,14890.3,0.636,48.5,Moderate,1206.5,True
danskvand,1048.2,122.3,8908.7,0.903,56.5,Moderate,1135.4,True
danskvand,1413.6,165.3,12014.6,0.821,54.0,Moderate,1164.3,True
danskvand,1007.5,117.5,8563.0,0.867,55.4,Moderate,927.1,True
