category,ensemble,lower90,upper90,agreement,confidence,tier,actual,in_interval
CSD,203983.5,29265.7,1421727.5,0.062,32.4,Low,245108.5,True
CSD,396836.4,56935.4,2765877.0,0.0,30.6,Low,449324.7,True
CSD,1645508.6,236089.6,11468897.5,0.293,39.4,Low,2659909.7,True
CSD,1953914.8,280338.4,13618433.3,0.301,39.6,Low,2075048.5,True
CSD,2684784.3,385200.4,18712461.5,0.295,39.4,Low,2605386.2,True
CSD,1938624.1,278144.5,13511859.4,0.299,39.5,Low,2070473.9,True
CSD,1843457.3,264490.4,12848564.4,0.299,39.5,Low,1873093.6,True
CSD,2119492.9,304094.8,14772482.4,0.297,39.5,Low,2179365.3,True
CSD,1837148.2,263585.2,12804591.2,0.303,39.7,Low,1538225.9,True
CSD,1551300.1,222572.9,10812281.4,0.306,39.7,Low,1552900.9,True
CSD,2431804.1,348903.9,16949235.5,0.3,39.6,Low,2995253.0,True
CSD,1294170.7,185681.1,9020135.6,0.292,39.3,Low,1349398.6,True
CSD,1550502.4,222458.5,10806721.5,0.303,39.6,Low,1612291.4,True
CSD,2115223.4,303482.2,14742725.1,0.299,39.5,Low,2418410.2,True
CSD,31759776.1,4556756.1,221359915.3,0.546,46.9,Moderate,33158993.9,True
CSD,40098909.4,5753219.4,279482171.5,0.673,50.7,Moderate,57964576.4,True
CSD,45070681.4,6466548.0,314134526.6,0.949,59.0,Moderate,48450279.3,True
CSD,49840374.4,7150883.2,347378427.6,0.0,30.6,Low,61581226.7,True
CSD,84306427.5,12095925.4,587600606.9,0.0,30.6,Low,49249521.5,True
CSD,46139718.5,6619928.9,321585523.0,0.141,34.8,Low,52401959.2,True
CSD,48197172.1,6915123.6,335925603.6,0.061,32.4,Low,45474892.3,True
CSD,44641112.4,6404915.3,311140508.5,0.006,30.8,Low,43143634.2,True
CSD,44367164.5,6365610.4,309231141.0,0.658,50.3,Moderate,39725156.0,True
CSD,31206808.9,4477418.8,217505834.0,0.813,55.0,Moderate,38231254.1,True
CSD,40901687.7,5868398.6,285077392.2,0.125,34.3,Low,51980971.8,True
CSD,42956583.1,6163226.2,299399642.4,0.846,55.9,Moderate,50924733.2,True
CSD,871541.7,125044.1,6074487.6,0.354,41.2,Moderate,803575.0,True
CSD,900640.2,129219.0,6277299.2,0.347,41.0,Moderate,742815.0,True
CSD,1118759.8,160513.9,7797553.4,0.313,39.9,Low,914551.0,True
CSD,866038.3,124254.5,6036130.1,0.31,39.9,Low,733447.0,True
CSD,1044696.7,149887.6,7281346.9,0.786,54.1,Moderate,1434721.7,True
CSD,929238.5,133322.2,6476624.2,0.308,39.8,Low,776823.0,True
CSD,814806.9,116904.0,5679056.2,0.318,40.1,Moderate,574231.0,True
CSD,714960.6,102578.5,4983145.3,0.359,41.3,Moderate,622709.8,True
CSD,950675.1,136397.8,6626033.2,0.31,39.9,Low,893375.0,True
CSD,498595.1,71535.3,3475117.3,0.352,41.1,Moderate,863871.0,True
CSD,600720.6,86187.8,4186913.3,0.359,41.3,Moderate,561599.0,True
CSD,846824.3,121497.7,5902211.7,0.487,45.2,Moderate,735951.0,True
CSD,14495.8,2078.8,101032.0,0.818,55.1,Moderate,14090.7,True
CSD,17951.9,2574.7,125120.8,0.741,52.8,Moderate,12596.3,True
CSD,17236.8,2472.1,120136.4,0.832,55.5,Moderate,17648.4,True
CSD,20733.7,2973.8,144509.3,0.692,51.3,Moderate,19435.8,True
CSD,18920.3,2713.6,131870.2,0.61,48.8,Moderate,24254.0,True
CSD,31571.2,4528.7,220044.8,0.58,48.0,Moderate,22581.3,True
CSD,15566.1,2232.4,108492.0,0.696,51.4,Moderate,13639.0,True
CSD,12420.9,1781.1,86570.7,0.757,53.3,Moderate,13197.7,True
CSD,15224.7,2183.4,106112.6,0.77,53.7,Moderate,17717.3,True
CSD,9139.2,1310.3,63697.7,0.677,50.9,Moderate,17077.1,True
CSD,11059.4,1585.8,77081.0,0.701,51.6,Moderate,12659.7,True
CSD,12427.8,1782.1,86618.7,0.79,54.3,Moderate,16122.5,True
CSD,371.5,52.3,2588.5,0.0,30.6,Low,3583.4,False
CSD,2651.3,379.4,18477.9,0.798,54.5,Moderate,3946.8,True
CSD,3985.6,570.8,27778.2,0.0,30.6,Low,5213.0,True
CSD,3084.9,441.6,21500.1,0.173,35.8,Low,3236.9,True
CSD,14305.2,2051.5,99703.9,0.0,30.6,Low,3347.7,True
CSD,5962.7,854.5,41557.6,0.0,30.6,Low,1559.0,True
CSD,4147.4,594.0,28905.5,0.0,30.6,Low,909.4,True
CSD,3056.7,437.6,21303.5,0.404,42.7,Moderate,391.0,False
CSD,178.1,24.6,1240.6,0.0,30.6,Low,7.0,False
CSD,130.8,17.8,910.6,0.0,30.6,Low,7.0,False
CSD,138.2,18.8,962.1,0.0,30.6,Low,7.0,False
CSD,234669.8,33668.4,1635605.3,0.746,52.9,Moderate,103010.0,True
CSD,146238.1,20980.6,1019252.1,0.788,54.2,Moderate,91504.2,True
CSD,199970.2,28689.9,1393755.6,0.696,51.4,Moderate,125578.4,True
CSD,122843.3,17624.0,856194.8,0.826,55.3,Moderate,106622.9,True
CSD,115591.1,16583.5,805648.4,0.475,44.8,Moderate,64315.6,True
CSD,77068.8,11056.5,537154.7,0.655,50.2,Moderate,72070.9,True
CSD,84522.0,12125.9,589101.9,0.811,54.9,Moderate,76459.1,True
CSD,70947.5,10178.3,494490.6,0.494,45.4,Moderate,48073.7,True
CSD,75906.0,10889.7,529050.4,0.405,42.7,Moderate,53049.6,True
CSD,38176.8,5476.5,266084.7,0.655,50.2,Moderate,45677.4,True
CSD,47091.3,6755.5,328216.8,0.737,52.7,Moderate,158271.9,True
CSD,98050.5,14066.9,683393.3,0.866,56.5,Moderate,139777.5,True
CSD,1938928.0,278188.1,13513978.0,0.402,42.6,Moderate,3491390.1,True
CSD,2369712.6,339995.2,16516468.5,0.329,40.4,Moderate,10478238.7,True
CSD,3456198.4,495879.6,24089078.8,0.492,45.3,Moderate,8827601.2,True
CSD,2709435.0,388737.2,18884272.8,0.88,57.0,Moderate,11532989.0,True
CSD,5197957.8,745779.8,36228828.5,0.662,50.4,Moderate,8841817.9,True
CSD,5266823.6,755660.4,36708810.1,0.506,45.7,Moderate,6967249.4,True
CSD,4321184.5,619984.1,30117876.3,0.555,47.2,Moderate,5775569.0,True
CSD,5689991.0,816374.6,39658211.0,0.591,48.3,Moderate,7759529.1,True
CSD,6632989.6,951672.0,46230741.4,0.42,43.2,Moderate,4670827.4,True
CSD,3923534.5,562931.0,27346327.4,0.363,41.5,Moderate,5280386.3,True
CSD,8736677.5,1253500.2,60893067.1,0.337,40.7,Moderate,3755743.6,True
CSD,5260168.2,754705.5,36662423.6,0.315,40.0,Moderate,2278344.1,True
CSD,23873.4,3424.3,166392.4,0.608,48.8,Moderate,18625.5,True
CSD,29875.0,4285.3,208222.5,0.39,42.3,Moderate,20944.4,True
CSD,35796.8,5135.0,249496.2,0.438,43.7,Moderate,24120.3,True
CSD,25802.0,3701.0,179834.6,0.442,43.8,Moderate,24045.5,True
CSD,31185.7,4473.4,217357.7,0.405,42.7,Moderate,27674.9,True
CSD,31256.1,4483.5,217848.3,0.451,44.1,Moderate,32889.6,True
CSD,30225.8,4335.7,210667.0,0.416,43.0,Moderate,18604.4,True
CSD,24654.9,3536.4,171839.4,0.498,45.5,Moderate,20845.9,True
CSD,56764.7,8143.4,395638.8,0.405,42.7,Moderate,42078.7,True
CSD,26246.2,3764.7,182930.0,0.382,42.0,Moderate,18803.9,True
CSD,21156.4,3034.4,147455.3,0.538,46.7,Moderate,15752.5,True
CSD,24106.8,3457.7,168018.9,0.529,46.4,Moderate,25150.6,True
CSD,477.0,67.4,3323.4,0.111,33.9,Low,247.0,True
CSD,415.0,58.5,2891.5,0.018,31.1,Low,639.0,True
CSD,667.1,94.7,4648.8,0.042,31.8,Low,543.0,True
CSD,982.0,139.9,6843.1,0.0,30.6,Low,303.0,True
CSD,535.0,75.8,3727.6,0.151,35.1,Low,359.0,True
CSD,606.9,86.1,4229.1,0.202,36.6,Low,367.0,True
CSD,720.5,102.4,5020.5,0.161,35.4,Low,471.0,True
CSD,552.4,78.3,3848.9,0.169,35.6,Low,481.0,True
CSD,1045.1,148.9,7283.1,0.124,34.3,Low,1087.0,True
CSD,684.1,97.2,4767.1,0.0,30.6,Low,431.0,True
CSD,476.4,67.3,3319.1,0.087,33.2,Low,263.0,True
CSD,652.6,92.6,4547.8,0.155,35.2,Low,511.0,True
CSD,5456.1,781.8,38026.9,0.0,30.6,Low,671.0,False
CSD,32468.6,4657.5,226299.5,0.0,30.6,Low,264775.0,False
CSD,180060.7,25833.3,1254989.9,0.908,57.8,Moderate,58783.0,True
CSD,138936.5,19933.0,968361.3,0.271,38.7,Low,229095.0,True
CSD,104187.3,14947.3,726165.4,0.858,56.3,Moderate,44111.0,True
CSD,98224.3,14091.8,684604.8,0.847,56.0,Moderate,24063.0,True
CSD,64118.5,9198.5,446893.6,0.274,38.8,Low,61879.0,True
CSD,91994.3,13197.9,641182.4,0.716,52.0,Moderate,41775.0,True
CSD,109031.8,15642.4,759931.1,0.817,55.1,Moderate,164871.0,True
CSD,156016.5,22383.6,1087406.0,0.0,30.6,Low,240895.0,True
CSD,133864.2,19205.3,933008.2,0.904,57.7,Moderate,39399.0,True
CSD,206138.7,29574.9,1436748.5,0.849,56.0,Moderate,215015.0,True
CSD,224117.6,32154.4,1562058.0,0.256,38.3,Low,114735.0,True
CSD,206236.3,29588.9,1437428.8,0.211,36.9,Low,136391.0,True
CSD,228853.9,32834.0,1595069.2,0.633,49.5,Moderate,165359.0,True
CSD,148394.0,21289.9,1034278.5,0.72,52.2,Moderate,109711.0,True
CSD,152566.6,21888.6,1063360.6,0.812,54.9,Moderate,119343.0,True
CSD,163434.9,23447.9,1139110.9,0.284,39.1,Low,124807.0,True
CSD,149383.5,21431.9,1041174.8,0.386,42.2,Moderate,77599.0,True
CSD,145883.4,20929.7,1016780.1,0.287,39.2,Low,73999.0,True
CSD,125845.4,18054.8,877118.8,0.887,57.2,Moderate,96319.0,True
CSD,62013.3,8896.4,432220.3,0.964,59.5,Moderate,69663.0,True
CSD,106753.8,15315.6,744053.8,0.254,38.2,Low,60543.0,True
CSD,109684.3,15736.0,764479.1,0.39,42.2,Moderate,87407.0,True
CSD,7116.6,1020.1,49600.5,0.0,30.6,Low,4983.0,True
CSD,17553.0,2517.4,122340.5,0.0,30.6,Low,38159.0,True
CSD,34100.0,4891.5,237669.8,0.331,40.5,Moderate,6815.0,True
CSD,8246.8,1182.2,57478.0,0.0,30.6,Low,4111.0,True
CSD,5728.2,820.9,39923.2,0.0,30.6,Low,2167.0,True
CSD,657.7,93.4,4583.1,0.0,30.6,Low,247.0,True
CSD,167.7,23.1,1167.6,0.0,30.6,Low,247.0,True
CSD,167.7,23.1,1167.8,0.0,30.6,Low,87.0,True
CSD,291.2,40.8,2028.3,0.0,30.6,Low,135.0,True
CSD,134.5,18.3,936.3,0.0,30.6,Low,183.0,True
CSD,157.1,21.5,1094.0,0.0,30.6,Low,7.0,False
CSD,171.6,23.6,1195.0,0.0,30.6,Low,31.0,True
CSD,247140.0,35457.6,1722520.6,0.982,60.0,Moderate,254544.6,True
CSD,333219.7,47807.9,2322480.1,0.903,57.7,Moderate,327403.4,True
CSD,282323.1,40505.5,1967740.5,0.731,52.5,Moderate,367675.7,True
CSD,217743.4,31239.9,1517631.0,0.572,47.7,Moderate,285863.9,True
CSD,250033.7,35872.8,1742688.7,0.792,54.3,Moderate,332232.0,True
CSD,299468.7,42965.5,2087241.9,0.714,52.0,Moderate,307946.8,True
CSD,315832.2,45313.3,2201292.6,0.813,55.0,Moderate,234084.3,True
CSD,388072.0,55677.9,2704791.2,0.924,58.3,Moderate,268499.4,True
CSD,603308.9,86559.2,4204953.2,0.884,57.1,Moderate,490562.1,True
CSD,253459.8,36364.3,1766568.4,0.876,56.8,Moderate,310946.3,True
CSD,227831.2,32687.3,1587941.7,0.806,54.7,Moderate,162344.2,True
CSD,436154.7,62576.6,3039918.5,0.864,56.5,Moderate,266122.6,True
CSD,132261.3,18975.3,921836.5,0.391,42.3,Moderate,175895.8,True
CSD,187151.6,26850.7,1304411.6,0.192,36.3,Low,224523.9,True
CSD,231230.5,33175.0,1611634.0,0.874,56.8,Moderate,225346.0,True
CSD,246624.1,35383.6,1718924.5,0.818,55.1,Moderate,189358.5,True
CSD,219236.7,31454.1,1528039.3,0.805,54.7,Moderate,207558.4,True
CSD,165344.1,23721.9,1152417.6,0.647,50.0,Moderate,199924.6,True
CSD,206097.8,29569.0,1436463.6,0.695,51.4,Moderate,148704.0,True
CSD,243960.2,35001.4,1700357.3,0.438,43.7,Moderate,170251.9,True
CSD,400431.3,57451.2,2790933.3,0.326,40.3,Moderate,299091.8,True
CSD,139466.2,20009.0,972053.6,0.504,45.7,Moderate,156832.5,True
CSD,218025.1,31280.3,1519594.5,0.814,55.0,Moderate,130777.7,True
CSD,252401.6,36212.5,1759192.4,0.823,55.3,Moderate,100385.9,True
CSD,12657.7,1815.1,88221.0,0.523,46.2,Moderate,7133.6,True
CSD,11076.2,1588.2,77197.8,0.0,30.6,Low,17440.4,True
CSD,12800.0,1835.5,89212.5,0.566,47.5,Moderate,11122.6,True
CSD,7243.9,1038.3,50487.4,0.608,48.8,Moderate,7076.0,True
CSD,9658.1,1384.7,67314.0,0.645,49.9,Moderate,6610.5,True
CSD,7264.8,1041.3,50633.3,0.608,48.8,Moderate,5857.5,True
CSD,4006.3,573.8,27922.3,0.767,53.6,Moderate,3968.5,True
CSD,4070.3,583.0,28368.0,0.885,57.1,Moderate,3767.3,True
CSD,5131.8,735.3,35766.9,0.798,54.5,Moderate,6393.5,True
CSD,4596.5,658.5,32035.7,0.839,55.7,Moderate,3855.2,True
CSD,3197.7,457.8,22286.2,0.903,57.6,Moderate,3209.6,True
CSD,3675.4,526.3,25616.0,0.87,56.6,Moderate,5599.2,True
CSD,155.9,21.4,1085.7,0.0,30.6,Low,39.0,True
CSD,131.8,17.9,917.3,0.0,30.6,Low,15.0,False
CSD,136.8,18.6,952.3,0.0,30.6,Low,23.0,True
CSD,140.6,19.2,978.9,0.0,30.6,Low,15.0,False
CSD,132.9,18.1,925.3,0.0,30.6,Low,7.0,False
CSD,138.9,18.9,967.0,0.0,30.6,Low,15.0,False
CSD,490.6,69.4,3418.6,0.0,30.6,Low,63.0,False
CSD,130.2,17.7,906.6,0.0,30.6,Low,15.0,False
CSD,141.1,19.2,982.3,0.0,30.6,Low,7.0,False
CSD,2899.6,415.0,20208.7,0.127,34.4,Low,4006.2,True
CSD,3192.5,457.0,22250.2,0.0,30.6,Low,3990.2,True
CSD,2398.0,343.1,16712.4,0.158,35.3,Low,5474.2,True
CSD,3115.3,446.0,21712.0,0.856,56.2,Moderate,2644.6,True
CSD,2636.2,377.2,18372.9,0.565,47.5,Moderate,3377.4,True
CSD,2230.3,319.0,15543.7,0.285,39.1,Low,4813.4,True
CSD,1044.6,148.9,7279.5,0.0,30.6,Low,2647.0,True
CSD,2827.0,404.6,19702.4,0.0,30.6,Low,3231.0,True
CSD,2975.1,425.8,20734.6,0.638,49.7,Moderate,4651.0,True
CSD,333.2,46.8,2321.1,0.0,30.6,Low,1319.0,True
CSD,899.2,128.0,6266.0,0.448,44.0,Moderate,2764.6,True
CSD,3234.2,463.0,22541.1,0.867,56.6,Moderate,3655.8,True
CSD,211021.2,30275.4,1470778.8,0.43,43.4,Moderate,196569.1,True
CSD,226746.5,32531.6,1580381.2,0.684,51.1,Moderate,244932.5,True
CSD,372538.0,53449.2,2596522.0,0.892,57.3,Moderate,423266.0,True
CSD,330515.1,47419.9,2303629.9,0.984,60.1,Moderate,393002.4,True
CSD,419625.5,60205.1,2924713.2,0.832,55.5,Moderate,487951.0,True
CSD,406392.5,58306.5,2832481.2,0.988,60.2,Moderate,588649.4,True
CSD,284080.5,40757.7,1979988.7,0.531,46.5,Moderate,366121.8,True
CSD,269764.0,38703.6,1880205.4,0.611,48.9,Moderate,396469.5,True
CSD,559786.3,80314.7,3901608.6,0.583,48.0,Moderate,505880.5,True
CSD,304051.6,43623.0,2119183.7,0.724,52.3,Moderate,433436.8,True
CSD,566613.9,81294.3,3949195.6,0.959,59.3,Moderate,442000.8,True
CSD,658516.9,94480.2,4589742.9,0.975,59.8,Moderate,714638.9,True
CSD,2861.6,409.6,19943.8,0.952,59.1,Moderate,444.5,True
CSD,596.0,84.5,4153.2,0.218,37.1,Low,175.0,True
CSD,677.6,96.2,4721.7,0.25,38.1,Low,503.0,True
CSD,247.6,34.5,1724.6,0.0,30.6,Low,119.0,True
CSD,719.0,102.2,5010.6,0.324,40.3,Moderate,321.6,True
CSD,226.9,31.6,1580.5,0.0,30.6,Low,63.0,True
CSD,194.5,26.9,1354.7,0.0,30.6,Low,167.0,True
CSD,225.1,31.3,1567.9,0.0,30.6,Low,143.0,True
CSD,249.1,34.7,1735.2,0.0,30.6,Low,159.0,True
CSD,202.7,28.1,1412.0,0.0,30.6,Low,55.0,True
CSD,188.9,26.1,1315.6,0.0,30.6,Low,99.2,True
CSD,176.2,24.3,1226.9,0.0,30.6,Low,47.0,True
CSD,31808.2,4562.7,221696.6,0.48,45.0,Moderate,15151.0,True
CSD,16187.8,2321.6,112825.1,0.51,45.9,Moderate,17599.0,True
CSD,22277.6,3195.3,155270.1,0.439,43.7,Moderate,23095.0,True
CSD,16702.4,2395.4,116411.5,0.429,43.4,Moderate,17831.0,True
CSD,33578.3,4816.7,234033.8,0.707,51.8,Moderate,75743.0,True
CSD,44716.4,6414.7,311663.9,0.648,50.0,Moderate,45080.9,True
CSD,35939.8,5155.5,250493.0,0.376,41.8,Moderate,17835.7,True
CSD,18327.8,2628.6,127740.4,0.452,44.1,Moderate,14415.9,True
CSD,33854.8,4856.3,235960.6,0.919,58.1,Moderate,122831.0,True
CSD,24783.5,3554.8,172735.3,0.506,45.7,Moderate,21911.0,True
CSD,51977.6,7456.5,362273.4,0.657,50.3,Moderate,108783.0,True
CSD,38577.6,5533.9,268877.9,0.514,46.0,Moderate,39456.2,True
CSD,485.3,68.6,3381.6,0.0,30.6,Low,2887.0,True
CSD,3650.8,522.8,25444.2,0.29,39.3,Low,3335.0,True
CSD,1936.5,276.8,13496.1,0.847,56.0,Moderate,1055.0,True
CSD,33959348.3,4872341.4,236690537.1,0.651,50.1,Moderate,34260891.1,True
CSD,37397621.6,5365650.1,260654682.6,0.95,59.1,Moderate,29147516.2,True
CSD,43095117.8,6183102.6,300365204.6,0.866,56.5,Moderate,36585726.0,True
CSD,32179224.5,4616936.8,224283394.9,0.66,50.4,Moderate,26166686.5,True
CSD,29438617.2,4223726.2,205181855.9,0.756,53.2,Moderate,29623730.5,True
CSD,38042258.2,5458139.9,265147683.5,0.733,52.6,Moderate,37873323.9,True
CSD,35591640.6,5106535.7,248067320.4,0.769,53.6,Moderate,27950910.8,True
CSD,34646352.9,4970909.8,241478835.4,0.865,56.5,Moderate,31510262.3,True
CSD,51525109.7,7392601.8,359120728.9,0.77,53.6,Moderate,45924133.9,True
CSD,29020164.9,4163688.4,202265319.3,0.918,58.1,Moderate,25859553.2,True
CSD,34961969.3,5016193.1,243678624.8,0.817,55.1,Moderate,27440991.6,True
CSD,42536291.4,6102924.6,296470285.3,0.746,52.9,Moderate,47589079.1,True
CSD,33393.2,4790.1,232743.3,0.906,57.7,Moderate,38407.0,True
CSD,41525.0,5956.8,289420.5,0.945,58.9,Moderate,66959.0,True
CSD,92883.9,13325.6,647383.2,0.69,51.3,Moderate,93199.0,True
CSD,63967.1,9176.7,445838.2,0.898,57.5,Moderate,66911.0,True
CSD,93805.7,13457.8,653807.5,0.779,53.9,Moderate,58631.0,True
CSD,44335.9,6360.1,309012.4,0.845,55.9,Moderate,52439.0,True
CSD,43556.0,6248.2,303576.8,0.645,49.9,Moderate,28511.0,True
CSD,21575.8,3094.6,150378.3,0.824,55.3,Moderate,30319.0,True
CSD,35698.4,5120.9,248810.3,0.846,55.9,Moderate,54959.0,True
CSD,28224.9,4048.6,196721.6,0.865,56.5,Moderate,34063.0,True
CSD,27535.0,3949.6,191913.0,0.628,49.4,Moderate,20231.0,True
CSD,36672.9,5260.7,255602.8,0.937,58.7,Moderate,39599.0,True
CSD,1418.3,202.5,9884.2,0.68,51.0,Moderate,1417.8,True
CSD,1224.6,174.7,8533.9,0.607,48.8,Moderate,1179.3,True
CSD,1604.9,229.3,11185.1,0.715,52.0,Moderate,1167.0,True
CSD,1227.6,175.1,8554.9,0.629,49.4,Moderate,911.0,True
CSD,1392.3,198.8,9702.8,0.569,47.6,Moderate,663.0,True
CSD,683.7,97.1,4764.3,0.25,38.1,Low,927.0,True
CSD,1101.9,157.1,7678.7,0.598,48.5,Moderate,631.0,True
CSD,813.6,115.7,5670.0,0.395,42.4,Moderate,503.0,True
CSD,1051.0,149.8,7324.0,0.434,43.6,Moderate,615.0,True
CSD,613.3,87.0,4273.5,0.249,38.0,Low,367.0,True
CSD,590.7,83.8,4116.3,0.2,36.6,Low,591.0,True
CSD,802.9,114.2,5595.4,0.092,33.3,Low,839.0,True
CSD,40861.9,5861.7,284799.4,0.324,40.3,Moderate,53081.4,True
CSD,48453.2,6950.9,337709.2,0.337,40.7,Moderate,52039.4,True
CSD,54539.1,7824.0,380126.4,0.336,40.6,Moderate,55750.5,True
CSD,39947.3,5730.5,278424.5,0.348,41.0,Moderate,50267.5,True
CSD,52409.3,7518.5,365282.7,0.338,40.7,Moderate,62811.7,True
CSD,37977.2,5447.8,264693.6,0.342,40.8,Moderate,47391.1,True
CSD,25309.5,3630.3,176401.3,0.299,39.5,Low,29223.0,True
CSD,11581.5,1660.7,80719.8,0.47,44.7,Moderate,42528.8,True
CSD,31327.9,4493.8,218348.8,0.713,51.9,Moderate,49359.5,True
CSD,17403.1,2495.9,121295.2,0.496,45.5,Moderate,26660.7,True
CSD,12237.1,1754.7,85289.5,0.475,44.8,Moderate,46057.8,True
CSD,34824.9,4995.5,242721.9,0.413,42.9,Moderate,37795.5,True
CSD,2363.6,338.1,16472.9,0.754,53.2,Moderate,1215.0,True
CSD,17894.7,2566.5,124722.2,0.631,49.5,Moderate,4327.0,True
CSD,5958.2,853.9,41526.9,0.0,30.6,Low,1351.0,True
CSD,1289.4,184.0,8986.2,0.541,46.8,Moderate,1023.0,True
CSD,1544.1,220.5,10761.1,0.77,53.7,Moderate,751.0,True
CSD,366.5,51.6,2553.3,0.0,30.6,Low,511.0,True
CSD,886.0,126.1,6174.3,0.401,42.6,Moderate,543.0,True
CSD,1733807.9,248758.4,12084327.7,0.472,44.7,Moderate,1725073.9,True
CSD,1969390.1,282558.7,13726292.9,0.482,45.0,Moderate,1836746.5,True
CSD,2242936.8,321806.0,15632864.5,0.395,42.4,Moderate,2458984.5,True
CSD,2135916.5,306451.2,14886952.0,0.435,43.6,Moderate,2284429.0,True
CSD,2113071.3,303173.4,14727725.0,0.484,45.1,Moderate,2351480.2,True
CSD,2305960.9,330848.4,16072131.2,0.436,43.6,Moderate,2038215.4,True
CSD,2338979.8,335585.8,16302266.7,0.399,42.5,Moderate,1421293.6,True
CSD,1664759.3,238851.6,11603071.3,0.372,41.7,Moderate,1212642.6,True
CSD,2278432.1,326898.7,15880260.4,0.393,42.3,Moderate,2028484.9,True
CSD,1061914.8,152358.0,7401353.7,0.396,42.4,Moderate,1297079.4,True
CSD,1410888.9,202427.3,9833640.1,0.417,43.1,Moderate,1150857.8,True
CSD,1884476.0,270375.6,13134457.5,0.417,43.1,Moderate,1610089.1,True
CSD,2161771.2,310160.7,15067154.7,0.631,49.5,Moderate,2324716.1,True
CSD,2133375.7,306086.6,14869243.1,0.429,43.4,Moderate,2026316.2,True
CSD,3013492.0,432362.0,21003495.4,0.469,44.6,Moderate,3534988.0,True
CSD,2284247.6,327733.1,15920793.2,0.462,44.4,Moderate,2800715.6,True
CSD,2983085.6,427999.4,20791568.0,0.508,45.8,Moderate,2706344.7,True
CSD,2518012.8,361272.7,17550094.3,0.519,46.1,Moderate,2821964.2,True
CSD,2432302.6,348975.4,16952709.6,0.51,45.9,Moderate,1674270.2,True
CSD,2319746.0,332826.3,16168210.6,0.55,47.0,Moderate,1773429.3,True
CSD,5059454.6,725908.0,35263486.1,0.899,57.5,Moderate,5678612.1,True
CSD,1892442.1,271518.5,13189979.4,0.957,59.3,Moderate,2683418.3,True
CSD,1885728.5,270555.3,13143186.5,0.711,51.9,Moderate,1555270.7,True
CSD,2573637.6,369253.5,17937789.0,0.791,54.3,Moderate,2346765.9,True
CSD,1232.7,175.9,8590.7,0.651,50.1,Moderate,400.9,True
CSD,856.5,121.9,5968.6,0.419,43.1,Moderate,123.0,True
CSD,514.4,72.8,3584.2,0.097,33.5,Low,290.8,True
CSD,375.8,52.9,2618.3,0.0,30.6,Low,332.0,True
CSD,638.9,90.7,4452.0,0.061,32.4,Low,421.8,True
CSD,10855.7,1556.5,75661.5,0.0,30.6,Low,1144.1,False
CSD,3918.8,561.3,27312.2,0.0,30.6,Low,1975.6,True
CSD,1437.7,205.3,10019.6,0.343,40.8,Moderate,1815.0,True
CSD,2234.6,319.6,15573.7,0.912,57.9,Moderate,1935.0,True
CSD,1439.3,205.5,10030.8,0.326,40.3,Moderate,959.0,True
CSD,3098.5,443.6,21595.0,0.0,30.6,Low,447.0,True
CSD,2727.7,390.4,19010.6,0.0,30.6,Low,1199.0,True
CSD,7027.9,1007.3,48982.3,0.728,52.4,Moderate,6447.0,True
CSD,6045.2,866.3,42133.2,0.757,53.3,Moderate,6103.0,True
CSD,5323.9,762.8,37105.5,0.711,51.9,Moderate,5135.0,True
CSD,4088.7,585.6,28496.8,0.732,52.5,Moderate,4159.0,True
CSD,5699.8,816.8,39725.5,0.692,51.3,Moderate,4031.0,True
CSD,2372.1,339.3,16532.4,0.876,56.8,Moderate,3623.0,True
CSD,2681.7,383.8,18690.1,0.932,58.5,Moderate,4047.0,True
CSD,3199.7,458.1,22300.1,0.903,57.7,Moderate,4799.0,True
CSD,4518.3,647.3,31490.9,0.812,54.9,Moderate,5231.0,True
CSD,2869.5,410.7,19998.7,0.965,59.5,Moderate,4111.0,True
CSD,3904.6,559.2,27213.4,0.85,56.1,Moderate,5111.0,True
CSD,4366.5,625.5,30433.0,0.985,60.1,Moderate,6615.0,True
CSD,378096.2,54246.6,2635261.3,0.645,49.9,Moderate,410214.7,True
CSD,399736.7,57351.5,2786091.9,0.633,49.6,Moderate,424337.0,True
CSD,599748.7,86048.4,4180139.5,0.662,50.4,Moderate,629085.1,True
CSD,461592.1,66226.3,3217213.1,0.663,50.4,Moderate,552042.8,True
CSD,575539.2,82574.9,4011403.5,0.781,54.0,Moderate,691175.2,True
CSD,595105.4,85382.2,4147776.7,0.632,49.5,Moderate,620491.1,True
CSD,603315.3,86560.1,4204997.8,0.755,53.2,Moderate,508686.7,True
CSD,520509.1,74679.4,3627853.3,0.809,54.8,Moderate,413276.4,True
CSD,785162.8,112650.8,5472442.1,0.775,53.8,Moderate,681564.4,True
CSD,294747.0,42288.0,2054332.5,0.688,51.2,Moderate,384709.0,True
CSD,585552.1,84011.5,4081191.4,0.75,53.1,Moderate,688715.7,True
CSD,865228.1,124138.2,6030482.9,0.917,58.1,Moderate,755633.7,True
CSD,263.0,36.7,1832.4,0.0,30.6,Low,79.0,True
CSD,189.5,26.2,1319.5,0.0,30.6,Low,95.0,True
CSD,191.8,26.5,1335.6,0.0,30.6,Low,143.0,True
CSD,272.6,38.1,1899.0,0.0,30.6,Low,103.0,True
CSD,231.2,32.2,1610.2,0.0,30.6,Low,103.0,True
CSD,172.9,23.8,1203.9,0.0,30.6,Low,47.0,True
